,engine,cycle,op1,op2,op3,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,sensor7,sensor8,sensor9,sensor10,sensor11,sensor12,sensor13,sensor14,sensor15,sensor16,sensor17,sensor18,sensor19,sensor20,sensor21,RUL,RUL_A1,error_A1,RUL_A2,error_A2,RUL_A3,error_A3,RUL_A4,error_A4,RUL_A5,error_A5,RUL_A6,error_A6,RUL_A7,error_A7,RUL_A8,error_A8,RUL_A9,error_A9,RUL_A10,error_A10,RUL_A11,error_A11,RUL_A12,error_A12
26,91.0,52.0,0.0048,-0.0001,100.0,518.67,642.77,1598.85,1409.98,14.62,21.61,553.01,2388.16,9055.38,1.3,47.6,521.11,2388.16,8132.17,8.4783,0.03,394.0,2388.0,100.0,38.53,23.1935,83.0,73.5904769897461,-10.409523010253906,71.21463775634766,-12.785362243652344,99.88228607177734,15.882286071777344,96.07573699951172,12.07573699951172,102.0855712890625,18.0855712890625,94.2908172607422,10.290817260742188,94.6261215209961,10.626121520996094,98.08242797851562,14.082427978515623,87.47648620605469,3.4764862060546875,78.95868682861328,-5.041313171386719,94.9871826171875,10.9871826171875,95.45589447021484,11.455894470214844
27,91.0,53.0,-0.0012,0.0001,100.0,518.67,642.83,1591.11,1416.16,14.62,21.61,552.41,2388.11,9058.15,1.3,47.6,520.95,2388.11,8131.21,8.4704,0.03,392.0,2388.0,100.0,38.73,23.2,82.0,63.69807815551758,-19.301921844482425,62.58523941040039,-20.41476058959961,97.62423706054688,14.624237060546877,92.22355651855467,9.223556518554688,100.16343688964844,17.163436889648438,90.858154296875,7.858154296875,90.72655487060548,7.726554870605469,92.35612487792967,9.356124877929688,79.43592071533203,-3.5640792846679688,67.62937927246094,-15.370620727539062,89.23727416992188,6.237274169921875,89.50442504882812,6.504425048828125
28,91.0,54.0,0.0005,0.0003,100.0,518.67,643.1,1600.07,1413.31,14.62,21.61,552.24,2388.15,9056.23,1.3,47.72,521.47,2388.12,8135.31,8.455,0.03,393.0,2388.0,100.0,38.74,23.2717,81.0,55.78955841064453,-26.21044158935547,52.919227600097656,-29.080772399902344,95.45574951171876,13.45574951171875,88.24467468261719,6.244674682617188,98.57273864746094,16.572738647460938,86.8125,4.8125,85.85958862304688,3.859588623046875,85.22862243652344,3.228622436523437,70.5772476196289,-11.422752380371094,61.710723876953125,-20.289276123046875,84.71467590332031,2.7146759033203125,83.67147064208984,1.6714706420898438
29,91.0,55.0,-0.0005,0.0005,100.0,518.67,642.3,1599.84,1420.09,14.62,21.61,552.73,2388.15,9052.13,1.3,47.73,521.26,2388.12,8131.59,8.4578,0.03,392.0,2388.0,100.0,38.7,23.2474,80.0,52.85665893554688,-28.143341064453125,49.2304916381836,-31.769508361816406,95.88565826416016,14.885658264160156,87.06461334228516,6.064613342285156,99.14840698242188,18.148406982421875,87.15132141113281,6.1513214111328125,85.26806640625,4.26806640625,83.94364929199219,2.9436492919921875,70.20565032958984,-10.794349670410156,59.61219787597656,-21.38780212402344,85.9054183959961,4.905418395996094,84.45967864990234,3.459678649902344
30,91.0,56.0,0.0045,0.0003,100.0,518.67,642.78,1591.77,1416.55,14.62,21.61,553.21,2388.17,9061.99,1.3,47.71,520.8,2388.19,8127.42,8.4726,0.03,394.0,2388.0,100.0,38.61,23.2568,79.0,52.809200286865234,-27.19079971313477,48.64996337890625,-31.35003662109375,95.92450714111328,15.92450714111328,86.36563110351562,6.365631103515625,99.33814239501952,19.33814239501953,87.18156433105469,7.181564331054688,83.87886047363281,3.878860473632813,84.99549865722656,4.9954986572265625,67.92522430419922,-12.07477569580078,61.36388397216797,-18.63611602783203,85.09748840332031,5.0974884033203125,86.07249450683594,6.0724945068359375
31,91.0,57.0,0.0006,0.0002,100.0,518.67,643.21,1590.01,1415.11,14.62,21.61,553.23,2388.1,9055.54,1.3,47.77,521.09,2388.15,8136.34,8.4328,0.03,394.0,2388.0,100.0,38.75,23.3479,78.0,50.8651123046875,-28.1348876953125,44.52889251708984,-34.47110748291016,95.81305694580078,16.81305694580078,84.974853515625,5.974853515625,99.12054443359376,20.12054443359375,86.14907836914062,7.149078369140625,81.86640167236328,2.866401672363281,83.47277069091797,4.472770690917969,66.967529296875,-12.032470703125,57.02513885498047,-21.97486114501953,84.46858215332031,5.4685821533203125,83.68058013916016,4.680580139160156
32,91.0,58.0,0.0004,-0.0001,100.0,518.67,642.35,1598.28,1410.09,14.62,21.61,552.78,2388.12,9052.08,1.3,47.79,520.42,2388.09,8132.96,8.4554,0.03,393.0,2388.0,100.0,38.74,23.235,77.0,52.28675842285156,-25.71324157714844,49.34410858154297,-28.65589141845703,96.91683197021484,18.916831970214844,86.73126220703125,8.73126220703125,100.18972778320312,22.189727783203125,87.4393081665039,9.439308166503906,83.72834777832031,5.7283477783203125,84.829833984375,6.829833984375,70.25267028808594,-7.7473297119140625,63.44175720214844,-14.558242797851562,86.98118591308594,8.981185913085938,85.32962036132812,7.329620361328125
33,91.0,59.0,0.0023,-0.0003,100.0,518.67,643.22,1592.24,1417.65,14.62,21.61,552.99,2388.19,9060.1,1.3,47.84,520.67,2388.12,8132.28,8.4656,0.03,394.0,2388.0,100.0,38.81,23.2564,76.0,56.235198974609375,-20.764801025390625,54.37518310546875,-22.62481689453125,97.86676788330078,20.86676788330078,89.03463745117188,12.034637451171877,101.17347717285156,24.17347717285156,90.6145248413086,13.614524841308594,86.39861297607422,9.39861297607422,89.07352447509766,12.073524475097656,73.69184875488281,-3.3081512451171875,64.70370483398438,-12.296295166015623,90.37367248535156,13.373672485351562,89.29988861083984,12.299888610839844
34,91.0,60.0,-0.0015,-0.0004,100.0,518.67,642.67,1589.47,1412.12,14.62,21.61,552.77,2388.15,9062.44,1.3,47.59,520.66,2388.14,8131.12,8.4563,0.03,393.0,2388.0,100.0,38.77,23.2335,75.0,47.78692626953125,-28.21307373046875,47.31169509887695,-28.688304901123047,96.26663970947266,20.266639709472656,85.57083892822266,9.570838928222656,99.52356719970705,23.52356719970703,86.73371887207031,10.733718872070312,83.15546417236328,7.155464172363281,83.55195617675781,7.551956176757812,66.95011138916016,-9.049888610839844,57.25295639038086,-18.74704360961914,85.40290832519531,9.402908325195312,83.48505401611328,7.485054016113281
35,91.0,61.0,-0.0034,0.0001,100.0,518.67,642.92,1599.01,1413.74,14.62,21.61,553.25,2388.14,9053.09,1.3,47.68,520.83,2388.13,8125.59,8.4651,0.03,394.0,2388.0,100.0,38.97,23.1953,74.0,44.288673400878906,-30.711326599121094,45.80211639404297,-29.19788360595703,95.49195098876952,20.49195098876953,83.77922821044922,8.779228210449219,98.80348205566406,23.803482055664062,85.30465698242188,10.304656982421877,81.33413696289062,6.334136962890625,81.65364837646484,6.653648376464844,61.22978210449219,-13.770217895507812,55.159305572509766,-19.840694427490234,82.70525360107422,7.705253601074219,81.34691619873047,6.346916198730469
36,91.0,62.0,-0.0019,-0.0001,100.0,518.67,643.09,1594.06,1411.01,14.62,21.61,553.35,2388.11,9055.17,1.3,47.61,521.25,2388.15,8130.94,8.4646,0.03,393.0,2388.0,100.0,38.66,23.3406,73.0,50.42372894287109,-23.576271057128903,49.41326522827149,-24.58673477172852,97.21200561523438,23.21200561523437,86.62796020507812,12.627960205078123,100.02748107910156,26.02748107910156,88.21125030517578,14.21125030517578,84.49860382080078,10.49860382080078,86.47821044921875,12.47821044921875,65.38029479980469,-8.619705200195312,60.81153106689453,-13.188468933105469,87.3328857421875,13.3328857421875,88.2746810913086,14.274681091308594
37,91.0,63.0,-0.0034,-0.0002,100.0,518.67,642.57,1600.27,1412.42,14.62,21.61,553.32,2388.15,9047.04,1.3,47.61,521.04,2388.2,8127.6,8.4474,0.03,394.0,2388.0,100.0,38.78,23.2541,72.0,58.2132453918457,-14.786754608154297,57.98057556152344,-15.019424438476562,98.48189544677734,25.481895446777344,91.06470489501952,18.06470489501953,101.23716735839844,28.23716735839844,90.66339874267578,17.66339874267578,87.78984832763672,14.78984832763672,92.91683959960938,19.91683959960937,75.0893325805664,2.0893325805664062,69.24474334716797,-3.7552566528320312,90.95889282226562,17.958892822265625,93.6947021484375,20.6947021484375
38,91.0,64.0,0.0028,0.0,100.0,518.67,643.36,1594.07,1415.97,14.62,21.61,552.96,2388.17,9056.69,1.3,47.65,521.52,2388.15,8132.92,8.4659,0.03,393.0,2388.0,100.0,38.73,23.1934,71.0,64.46196746826172,-7.538032531738281,62.704498291015625,-9.295501708984377,99.12349700927734,27.123497009277344,93.36180877685548,21.36180877685547,101.67861938476562,29.678619384765625,92.9633560180664,20.963356018066406,90.24921417236328,18.24921417236328,96.76603698730467,24.766036987304688,81.20848846435547,9.208488464355469,71.24612426757812,-0.753875732421875,92.27195739746094,20.271957397460938,96.17536163330078,24.17536163330078
39,91.0,65.0,-0.0017,0.0003,100.0,518.67,642.74,1590.27,1420.12,14.62,21.61,552.67,2388.16,9060.66,1.3,47.67,520.8,2388.2,8133.37,8.4475,0.03,394.0,2388.0,100.0,38.83,23.3457,70.0,63.33110046386719,-7.6688995361328125,59.291015625,-11.708984375,97.77130889892578,26.77130889892578,91.59344482421876,20.59344482421875,100.57662963867188,29.576629638671875,90.85237121582033,19.852371215820312,88.28154754638672,17.28154754638672,93.45430755615234,22.454307556152344,80.46417236328125,9.46417236328125,68.97731018066406,-2.022689819335937,88.430908203125,17.430908203125,91.85669708251952,20.85669708251953
40,91.0,66.0,-0.0016,0.0001,100.0,518.67,642.94,1591.49,1413.08,14.62,21.61,553.19,2388.17,9052.05,1.3,47.61,520.92,2388.17,8130.81,8.4437,0.03,395.0,2388.0,100.0,38.87,23.1632,69.0,60.25389862060547,-9.746101379394531,55.39888381958008,-14.601116180419922,96.45904541015624,26.45904541015625,89.45845031738281,19.45845031738281,100.08578491210938,30.08578491210937,88.89541625976562,18.895416259765625,85.31468963623047,15.314689636230469,88.55853271484375,18.55853271484375,77.2435073852539,7.243507385253906,64.82588195800781,-5.174118041992188,85.2028579711914,15.202857971191406,86.27767181396484,16.277671813964844
