,values,values_model1,error_model1,values_model2,error_model2
34,351.46870774748504,349.4909982756541,-1.9777094718309627,360.57575874220714,9.107050994722101
35,511.806560066037,509.7759830536118,-2.0305770124251694,520.8814553521854,9.074895286148433
36,8.187288629735946,6.1041701531891,-2.0831184765468453,17.22972421731582,9.042435587579874
37,174.83656324410913,172.70123110760505,-2.1353321365040756,183.84623797170008,9.009674727590948
38,936.0590205048064,933.8718042175269,-2.1872162872795116,945.0356360492395,8.976615544433116
39,29.435237061361196,27.196467814777826,-2.23876924658337,38.37849794722232,8.943260885861125
40,100.9762797205438,98.68629036563816,-2.289989354905643,109.88589332950384,8.909613608960044
41,420.6470170337188,418.3061420581524,-2.3408749755664076,429.5226936136897,8.8756765799709
42,731.4502491590121,729.0588246642467,-2.391424494765374,740.2917018331287,8.841452674116681
43,268.8782303903485,266.4365940687187,-2.441636321629801,277.68517516577674,8.806944775428235
44,305.96559055389093,303.47408166562957,-2.4915088882613645,314.73774633046025,8.77215577656932
45,305.4729801243867,302.9319394746051,-2.541040649781621,314.2100687030486,8.737088578661883
46,872.6019267536064,870.0116966692304,-2.590230084376003,881.3036728447174,8.701746091110977
47,226.0976062274179,223.45853053408086,-2.6390756933370483,234.7637374588474,8.666131231429489
48,562.4018260131903,559.7142500120847,-2.68757600110564,571.0320729382529,8.630246925062579
49,999.9311470188161,997.1954174635044,-2.73572955531165,1008.5252431240282,8.594096105212088
50,728.4654948930181,725.6819599662053,-2.783534926812763,737.0231766056783,8.557681712660155
51,336.350655296926,333.51966458719403,-2.8309907097319638,344.87166199252,8.521006695593996
52,765.4589703324095,762.5808748109149,-2.878095521494629,773.9430443418382,8.484074009428696
53,953.9157073856089,950.9908593827462,-2.9248480028627455,962.3625940022405,8.44688661663156
54,373.5378071525843,370.5665603346146,-2.9712468179697,381.94725463912914,8.40944748654482
55,708.0112400693306,704.9939494149786,-3.0172906543519957,716.3829996645402,8.371759595209596
56,75.80426311938915,72.74128489640815,-3.062978222981002,84.13808904457775,8.333825925188606
57,895.2968367541417,892.1885284958491,-3.1083082582925954,903.592486219531,8.29564946538926
58,96.256724624312,93.10344510609612,-3.153279518215882,104.51395783519845,8.257233210886454
59,372.92509626159466,369.72720547739397,-3.1978907842006947,381.14367642434036,8.218580162745695
60,542.5058428622357,539.2637020009923,-3.2421408612433424,550.6855361900812,8.179693327845484
61,263.5776424502189,260.2916138723073,-3.2860285779115657,271.7182181689187,8.140575718699836
62,649.2693259871776,645.9397732008098,-3.329552786367799,657.3705563404587,8.101230353281153
63,554.4287273924115,551.0560150300198,-3.372712362391667,562.4903876472538,8.061660254842309
64,717.185240298106,713.7697340927059,-3.4155062054001064,725.2071087498452,8.021868451739238
65,354.1393651221608,350.68143188369316,-3.4579332384676604,362.1212230994142,7.981857977253355
66,546.0138896526734,542.5138972443289,-3.4999924083444967,553.9555215220868,7.941631869413413
67,812.1854001812289,808.643717495756,-3.5416826854728924,820.0865933520472,7.90119317081826
68,810.6963460014557,807.113342937452,-3.5830030640037194,818.5568909299146,7.860544928458921
69,714.2399748518815,710.6160222900717,-3.6239525618098014,722.0596650454219,7.819690193540396
70,541.9358896149794,538.2713593944796,-3.664530220499728,549.7145216362841,7.778632021304702
71,673.2611007744953,669.5563656690659,-3.704735105429336,680.9984742453474,7.737373470852162
72,86.88029011205079,83.13572380633855,-3.7445663057122403,94.57620771701515,7.6959176049643645
73,471.31720071073255,467.5331777765039,-3.7840229342286307,478.97146820065865,7.654267489926099
74,860.143500304649,856.3203961770155,-3.823104127633542,867.7559264999966,7.6124261953475525
75,607.3648217266423,603.5030126802789,-3.861809046363419,614.9352185206292,7.570396793986902
76,941.6831058250899,937.782968950449,-3.900136874640907,949.2112881866623,7.528182361572362
77,262.17852129408095,258.2404344736015,-3.938086820479441,269.6643072707058,7.485785976624868
78,96.30180211077544,92.32614399508992,-3.975658115685519,103.74501283105599,7.443210720280547
79,626.6134356038866,622.6005855880263,-4.012850015860295,634.0138952799997,7.400459676113087
80,90.92592982038039,86.87626801998081,-4.049661800399576,98.28346575033719,7.357535929956796
81,782.1353634244159,778.0492706519233,-4.086092772492634,789.4498059941448,7.31444256972884
82,256.74240814905727,252.62026588993754,-4.122142259119727,264.0135908343099,7.271182685252654
83,538.7518584436566,534.5940488326081,-4.157809611048492,545.9796178117372,7.227759368080569
84,811.3770403016125,807.1839460987837,-4.1930942028287745,818.5612160129293,7.184175711316811
85,788.0353687003,783.8073732675139,-4.227995432786088,795.1758035097412,7.140434809441217
86,495.9750270792086,491.71251435619405,-4.262512723014538,503.0715668373409,7.096539758132337
87,975.8464133154728,971.5497677961054,-4.2966455193674165,982.8989069695635,7.0524936540907674
88,497.63315709084065,493.30276379939346,-4.330393291447194,504.6414566857039,7.008299594863217
89,278.7914166910555,274.42766115846115,-4.363755532594325,285.7553773697215,6.963960678666012
90,302.4312445516868,298.03451279181274,-4.396731759874058,309.3507245558963,6.919480004209504
91,743.6427238772701,739.2134023632074,-4.429321514062735,750.5175845477921,6.874860670522025
92,437.1070388905937,432.645514530961,-4.461524359632676,443.93714466736805,6.83010577677436
93,418.78848478549025,414.2951449007551,-4.493339884735178,425.57370320759475,6.785218422104492
94,20.486595269934462,15.96182756875136,-4.524767701183102,27.226796975376804,6.740201705442342
95,305.2781604210493,300.7223529766177,-4.5558074444315935,311.9732191463841,6.695058725334832
96,860.3830798416068,855.7966210680489,-4.586458773557865,867.032872421378,6.649792579771201
97,803.5044982271469,798.8877768559074,-4.616721371239464,810.1089045931554,6.604406366008561
98,746.5108599826601,741.8642650389285,-4.646594943731657,753.069763163058,6.55890318039792
99,23.128386675719923,18.45230745487683,-4.676079220843093,29.64167279392946,6.513286118209535
100,26.99029143169318,22.285117475782837,-4.705173955910343,33.45784970515334,6.467558273460163
101,311.4649593908826,306.731080465111,-4.733878925771592,317.8866821296216,6.421722738738993
102,474.4532722181333,469.6910782873947,-4.76219393073859,480.82905482316795,6.375782605034658
103,909.7412679862698,904.9511491917023,-4.790118794567547,916.0710089478325,6.32974096156272
104,384.62981600553934,379.81216264111066,-4.817653364428679,390.9134169011321,6.28360089559277
105,288.52500286289273,283.6802053520179,-4.844797510874855,294.7623683551692,6.237365492276467
106,571.1529683047127,566.2814171769043,-4.871551127808402,577.3440061391881,6.1910378344754236
107,914.6942995496945,909.796385417247,-4.897914132447454,920.8389205522845,6.144621002590043
108,738.6387114622501,733.7148249969599,-4.923886465290138,744.7368295366379,6.0981180743877985
109,856.6662819793105,851.716813889232,-4.94946809007854,862.7178141041434,6.051532124832875
110,182.19764492303293,177.22298592927243,-4.9746589937604995,188.2025111489482,6.004866225915265
111,125.6644453137924,120.66498612734154,-4.9994591864508635,131.62256876027334,5.95812344648094
112,544.0711336888929,539.0472649875018,-5.023868701391166,549.9824405409547,5.911306852061784
113,697.37082571725,692.3229381223416,-5.047887594908389,703.2352452219565,5.864419504706461
114,954.9880481625318,949.9165322161599,-5.071515946371846,960.8055126253429,5.817464462811131
115,371.5344084564789,366.43965459832907,-5.094753858149829,377.30485323743017,5.770444780951266
116,346.55685220369656,341.4392507481322,-5.1176014555643405,352.2802157134097,5.723363509713124
117,515.8542979015847,510.7142390147399,-5.14005888684477,521.5305215971107,5.676223695526005
118,684.9379367067089,679.7758103836286,-5.162126323080315,690.5669650872042,5.629028380495242
119,566.0237771153031,560.8399731571315,-5.183803958171666,571.6055577175377,5.58178060223463
120,723.0306933325961,717.8256013238155,-5.205092008780639,728.5651767262967,5.5344833937006115
121,380.31493711249044,375.08894639821074,-5.225990714279703,385.8020768955166,5.48713978302618
122,862.1976301852417,856.9511298485426,-5.246500336699114,867.6373829785964,5.439752793354728
123,182.97559358395975,177.70897242328576,-5.266621160673992,188.36791902663552,5.392325442675769
124,315.90464282832795,310.61828933493865,-5.286353493389299,321.24950357198753,5.344860743659581
125,773.6776637703174,768.3719661057929,-5.305697664524473,778.975025473811,5.297361703493607
126,335.6722539793957,330.34759995319973,-5.324654026195958,340.9220853031144,5.249831323718695
127,668.1546023700153,662.8113794171156,-5.343222952899623,673.356874970081,5.202272600065726
128,287.7976092729607,282.43620443150957,-5.361404841451133,292.9522977952538,5.1546885222931
129,187.10434243329277,181.7251423223673,-5.379200110925467,192.2114245073177,5.10708207402493
130,300.7325639531537,295.33595475055813,-5.3966092025955845,305.7920201857426,5.0594562325889
131,886.99329703788,881.5796644580106,-5.413632579869386,892.0051110067357,5.011813968855677
132,460.883128691712,455.45285796348605,-5.430270728225935,465.84728693879003,4.964158247078046
133,225.41515373822853,219.96862958307807,-5.446524155150456,230.33164576295988,4.916492024731355
134,321.438589165044,315.97619577497585,-5.462393390068144,326.30740741739766,4.8688182523536625
135,2.770956625681942,-2.706922358594695,-5.477878984276637,7.592096499069023,4.821139873387081
136,755.8082877570287,750.3153062461507,-5.492981510877939,760.5817475810484,4.77345982401971
137,225.6774524328019,220.16975086809356,-5.507701564708356,230.4032334658294,4.725781033027488
138,597.9210402705024,592.399000508234,-5.522039762268378,602.59914669212,4.678106421617599
139,25.109538177143122,19.573541435492604,-5.535996741650518,29.739977080414764,4.630438903271642
140,834.4984319735174,828.9488588110511,-5.549573162466345,839.0812133571072,4.582781383589804
141,187.44475363635516,181.88198393058263,-5.562769705772524,191.97989039649067,4.535136760135515
142,4.768377764269971,-0.8072093097259865,-5.575587073995957,9.255885686551014,4.4875079222810434
143,301.18780836542555,295.59978237456835,-5.588025990857204,305.6277061164787,4.439897751053138
144,920.4871188372717,914.8870316359785,-5.600087201293263,924.8794279562514,4.3923091189797105
145,262.6142180446358,257.0024465732564,-5.61177147137937,266.9589629345731,4.344744889937317
146,503.4788381179114,497.8557585296621,-5.623079588249254,507.77604603691003,4.297207918998652
147,407.2298443577044,401.5958319976898,-5.634012360014594,411.4795454099858,4.249701052281409
148,294.2492583320867,288.6046877164031,-5.6445706156836195,298.45148545888406,4.202227126797368
149,927.3535786015709,921.6988233964926,-5.654755205078345,931.5083675718732,4.15478897030232
150,788.9949080537266,783.3303410549761,-5.664566998750502,793.1022974548731,4.10738940114652
151,761.9133153738572,756.2393084859599,-5.674006887897349,765.9733466019835,4.060031228126263
152,526.1071244812398,520.4240486969649,-5.6830757842749335,530.1198417315752,4.012717250335413
153,824.8616737298372,819.169899109725,-5.691774620112255,828.8271239868554,3.965450257018233
154,458.42865821125366,452.7285538632314,-5.700104348022251,462.34689123867673,3.918233027423071
155,465.18955047155566,459.4814845306419,-5.708065940913741,469.06061880221154,3.8710683306558735
156,493.77406341346375,488.05840302156304,-5.7156603919007125,497.59802233899904,3.823958925535294
157,236.91022522457095,231.1873365103592,-5.722888714211763,240.6871327850194,3.77690756044845
158,923.6518593869899,917.9221074458922,-5.729751941097788,927.3817763601966,3.7299169732066275
159,258.7506748785492,253.01442375281013,-5.736251125739074,262.4336647694522,3.682989890903002
160,198.15949993946504,192.41711259831388,-5.742387341151158,201.79562896923477,3.6361290297697337
161,243.75179333158525,238.00363165149548,-5.7481616800897655,247.34113042662224,3.5893370950369956
162,817.352116565939,811.5985413109842,-5.753575254954853,820.8947333467311,3.542616780792059
163,768.5456376763616,762.7870084786683,-5.758629197693267,772.0416084462012,3.4959707698395732
164,427.10680845606817,421.3434837963668,-5.763324659701368,430.55621018963006,3.449401733561899
165,13.78190462458251,8.014241812857332,-5.767662811725177,17.184816956364045,3.402912331781536
166,975.7350332508857,969.9633884071247,-5.77164484376101,979.0915384635086,3.356505212622892
167,132.53097749036334,126.75570552540884,-5.775271964954499,135.84116050273923,3.3101830123758873
168,851.4226765922393,845.6441311887411,-5.778545403498242,854.6866249475992,3.263948355359844
169,781.7230866307524,775.9416202242227,-5.7814664065297166,784.9408904845409,3.217803853788496
170,938.0757817113649,932.2917454713385,-5.784036240026467,941.2475338190004,3.171752107635484
171,773.3985390852888,767.6122828965862,-5.786256188702623,776.5243347897897,3.125795704500888
172,331.3715908270286,325.58346327112645,-5.788127555902179,334.4515280465074,3.0799372194787793
173,231.91404341416944,226.1243917506766,-5.789651663492833,234.9482226291948,3.034179215025347
174,377.6908204064149,371.8999905546563,-5.790829851758588,380.6793446472425,2.988524240827587
175,203.08717051667458,197.29550703738343,-5.791663479291145,206.03014535034822,2.942974833673645
176,719.5747477449507,713.7825938220701,-5.79215392288063,722.472281262274,2.897533517323268
177,826.5186324941105,820.7263299167053,-5.79230257740528,829.3708352964901,2.8522028023795656
178,646.4388923972481,640.6467815415274,-5.7921108557206935,649.2458775834094,2.8069851861613415
179,186.09273130910208,180.30115112055503,-5.791580188547044,188.85461446167884,2.7618831525767575
180,37.38471102864571,31.593999004288563,-5.790712024357148,40.101610200642774,2.7168991719970634
181,580.4012668569645,574.6117590277025,-5.789507829261993,583.0733025580968,2.672035701132245
182,462.67310507961355,456.8851359927172,-5.787969086896339,465.30040026252016,2.6272951829066074
183,199.7039281990324,193.91783090072911,-5.786097298303275,202.28660824536868,2.582680046336293
184,368.08390222029107,362.3000082384732,-5.783893981817869,370.62209492669746,2.5381927064063916
185,541.4662556089532,535.6848949360034,-5.781360672949859,543.9600911729035,2.493835563950256
186,632.9171122765796,627.1386133523139,-5.778498924265705,635.3667232821085,2.4496110055289364
187,476.64377754281827,470.86846723754854,-5.775310305269727,479.04929894613,2.4055214033117522
188,971.3928217354079,965.6210253331236,-5.771796402284281,973.7543908503659,2.3615691149580016
189,46.22640047085602,40.45844165252637,-5.767958818329653,48.54415695435524,2.317756483499217
190,658.2079130268984,652.4441138538963,-5.7637991730020985,660.4819988641211,2.274085837222742
191,909.5579017878257,903.7985826854735,-5.759319102352151,911.7884612773815,2.2305594895558443
192,236.564211113225,230.80969085446327,-5.754520258761744,238.75139085217654,2.187179738951528
193,213.7071880691377,207.95778375831748,-5.749404310820211,215.85113693791178,2.143948868774089
194,762.2328074825822,756.4888345393822,-5.743972943199992,764.3336766297691,2.100869147186927
195,486.37379410523596,480.6355662487048,-5.738227856531182,488.4317369322764,2.057942827040449
196,992.177506697882,986.4453359306062,-5.732170767275761,994.1926788436435,2.0151721457615395
197,589.1236204917121,583.3978170841117,-5.725803407600438,591.0961798169553,1.9725593252431963
198,923.4419334879927,917.7228059627433,-5.719127525249405,925.3720400597291,1.93010657173636
199,12.210519663421904,6.49837478000606,-5.712144883415844,14.098335739163238,1.887816075741334
200,154.53962047570514,148.8347632150923,-5.70485726061284,156.38531048760663,1.845690011901496
201,684.4190447515897,678.7217783010459,-5.697266450543793,686.2227752904868,1.8037305388970708
202,416.466369897446,410.77699563547424,-5.68937426197175,418.22830969678654,1.7619397993405528
203,835.9645694289802,830.2833869103919,-5.6811825185883436,837.6848893486527,1.7203199196725336
204,428.8980925565181,423.22539949763654,-5.672693058881578,430.57696556657703,1.6788730100589078
205,712.9966963549856,707.3327886189821,-5.663907736003466,714.634297519275,1.6376011642894355
206,566.1600170334582,560.5051886158216,-5.654828417636622,567.7565234931346,1.5965064596764478
207,119.90356732862284,114.2581103427625,-5.645456985860335,121.45915828557843,1.5555909569555837
208,717.9512067070324,712.3154113700168,-5.635795337015566,719.4660634072188,1.5148567001864421
209,706.371801347698,700.7459559661282,-5.625845381569775,707.8461070643534,1.474305716655408
210,115.71815121321471,110.10254216923343,-5.61560904398128,117.15209122999359,1.4339400167788767
211,561.911457807729,556.3063695451672,-5.6050882625618215,563.3052194017365,1.3937615940075148
212,335.6500175487184,330.0557325593787,-5.594284989339656,337.0037899734502,1.353772424731801
213,458.84978204577556,453.26658085585376,-5.583201189921795,460.1637565139642,1.3139744681886327
214,422.75869303077593,417.186854187421,-5.5718388433549535,424.0330626971446,1.2743696663686706
215,104.7744042491886,99.21420430720211,-5.560199941986497,106.00936419311387,1.2349599439252614
216,158.02298629127975,152.47469979995503,-5.548286491324717,159.2187334993636,1.1957472080838443
217,86.80861614365021,81.272515633752,-5.536100509898219,87.96534949220316,1.1567333485529474
218,192.4470136033619,186.92336957424695,-5.523644029114962,193.56493384079786,1.1179202374359534
219,852.4443864977455,846.9334674046249,-5.510919093120606,853.5236962268896,1.079309729144029
220,24.522649262932905,19.024721504276762,-5.497927758656143,25.563552923243044,1.0409036603101391
221,431.61725028685606,426.1325781919407,-5.484672094915368,432.61995413656035,1.0027038497042895
222,800.9363887030906,795.4652345196895,-5.471154183401154,801.9011008012402,0.9647120981495618
223,100.25820452739009,94.80082840960821,-5.457376117781877,101.18513471582969,0.9269301884395986
224,227.71359015896465,222.27025015521798,-5.44334000374667,228.6029500442213,0.8893598852566527
225,727.439707558287,722.0106595994265,-5.429047958860451,728.2917104933784,0.852002935091491
226,647.5524325933526,642.1379304809342,-5.414502112418404,648.3672936595166,0.814861066163985
227,563.0238367151661,557.6241321098662,-5.399704605299917,563.8017727035107,0.7779359883445522
228,171.64081662818077,166.25615903835893,-5.384657589821842,172.38204602125776,0.741229393076992
229,794.5310119658657,789.1616487362742,-5.3693632295914995,795.2357549191687,0.7047429533030254
230,141.41411188129604,136.06028818193724,-5.353823699358799,142.0825902046827,0.6684783233866654
231,134.79789472306425,129.4598535381956,-5.3380411848686435,135.43033186210505,0.6324371390408032
232,795.0350443033543,789.7130264206426,-5.322017882711748,795.6316653206088,0.5966210172545061
233,369.2233278840753,363.9175718838995,-5.305756000175791,369.7843594402967,0.561031556221451
234,312.61711592334683,307.3278581682508,-5.289257755096003,313.14278625861624,0.5256703352694103
235,278.67205131023644,273.39952593453154,-5.272525375704902,279.16259022502777,0.4905389147913297
236,324.97210636760144,319.71654526711956,-5.255561100481884,325.42774520377816,0.45563883617671763
237,340.5875997076052,335.3492325296028,-5.23836717800242,341.00857132935045,0.4209716217452524
238,696.3676936065397,691.146747739753,-5.220945866786678,696.75423238122,0.386538774680389
239,240.2622011512725,235.05890171612484,-5.20329943514767,240.61454293023752,0.3523417789650125
240,325.32645347390485,320.14102331286585,-5.185430161038994,325.6448355732228,0.3183820993179438
241,776.2115084700662,771.0441681381636,-5.167340331902551,776.4961696511975,0.2846611811313551
242,913.1505733137121,908.0015410691972,-5.149032244514956,913.401753764122,0.2511804504098336
243,612.8359702284323,607.7054620235974,-5.130508204834882,613.0539115421423,0.21794131370995729
244,105.11822946280702,100.00645893495845,-5.111770527848577,105.30317462088871,0.184945158081689
245,541.5846607086229,536.4918391712067,-5.092821537416171,541.7368540596335,0.1521933510106237
246,627.7788742244063,622.7052106582893,-5.073663566117034,627.8985614647677,0.11968724036137246
247,314.0526970069475,308.998398051853,-5.054298955094509,314.14012516126974,0.0874281543222537
248,828.0003729268972,822.9656428729958,-5.034730053901399,828.055790328248,0.05541740135083728
249,782.0788107571781,777.0638515368344,-5.014959220343712,782.1024670272993,0.0236562701212506
250,575.30670672029,570.311717899965,-4.994988820325034,575.298852749762,-0.007853970528003629
251,145.0155894271119,140.0407681994215,-4.9748212276903985,144.9764773554676,-0.039112071644296975
252,697.3814656840916,692.4270068600222,-4.954458824069434,697.3113488798806,-0.07011680421101119
253,895.3486638415221,890.4147598428023,-4.93390399871987,895.247796882327,-0.10086695919517297
254,250.1011097732363,245.18795062486637,-4.913159148369914,249.96974842564097,-0.13136134759531615
255,958.6858956840082,953.793669006947,-4.892226677061217,958.5242968835215,-0.1615988004866722
256,771.3023970302836,766.4312880342927,-4.87110899599088,771.1108188612171,-0.1915781690664744
257,300.3215747791124,295.4717662557587,-4.8498085233536585,300.100276454415,-0.2212983246973863
258,616.8211241115818,611.9927964273983,-4.828327684183478,616.570365952632,-0.25075815894979314
259,307.8479320806945,303.04126317049946,-4.806668910195015,307.56797549705146,-0.27995658364301335
260,99.46787609389406,94.68304145426916,-4.784834639624904,99.15898356300862,-0.3088925308854442
261,824.1486696206855,819.3858423036127,-4.7628273170728335,823.8111046675724,-0.33756495311308754
262,665.8070345090323,661.0663851156902,-4.740649393342096,665.4410616859047,-0.3659728231275494
263,614.0006512807219,609.2823479554415,-4.718303325280317,613.60653614659,-0.39411513413188004
264,142.1728807132334,137.4770891376136,-4.695791575619808,141.75088981346713,-0.42199089976628557
265,377.37711316979704,372.7039965569797,-4.673116612817353,376.9275140156551,-0.44959915414193574
266,876.6360800049112,871.9857990940166,-4.650280910894594,876.1591410530375,-0.4769389518736489
267,163.3044607769063,158.6771738276288,-4.627286949277504,162.80045140879454,-0.5040093681117526
268,47.90288699711853,43.29874978448243,-4.604137212636097,47.372077498546396,-0.5308094985721326
269,191.1514768901753,186.57064269945155,-4.580834190723749,190.5941384306096,-0.5573384595656989
270,250.180007174864,245.62262679664752,-4.557380378216465,249.5964117868378,-0.5835953880261968
271,783.6425237658834,779.1087454913314,-4.533778274551992,783.0329443243463,-0.6095794415371074
272,648.1414711893314,643.6314408055626,-4.510030383768708,647.5061813909742,-0.6352897983571211
273,17.342746806492173,12.856607592147501,-4.4861392143446714,16.68202114904779,-0.6607256574443809
274,17.289652741196647,12.82754546216065,-4.4621072790359975,16.60376650271669,-0.6858862384799558
275,566.8964288000554,562.4584917053397,-4.437937094715721,566.185658018166,-0.7107707818894369
276,633.2924423782888,628.8788111960768,-4.413631182212043,632.557063829425,-0.7353785488637641
277,125.42188091555396,121.03268884940691,-4.3891920661470465,124.662172094175,-0.7597088213789505
278,610.4621520835592,606.0975298087847,-4.364622274774547,609.6783911813452,-0.7837609022139986
279,240.35191041954008,236.0119860797212,-4.339924339818879,239.54437630457187,-0.807534114968206
280,336.7213424605472,332.4062416642348,-4.315100796312379,335.8903146564701,-0.8310278040771095
281,408.8315803843413,404.5414262019073,-4.29015418243398,407.97733904951417,-0.8542413348271225
282,116.19479623427964,111.92970919493243,-4.265087039347208,115.31762214091091,-0.8771740933687227
283,963.0936054449551,958.8537035339173,-4.239901911037805,962.193779958226,-0.899825486729128
284,973.764453627561,969.5498522834089,-4.214601344152129,972.8422586847382,-0.9221949428227845
285,445.0016890894074,440.8125012015725,-4.189187887834919,444.0574071789454,-0.9442819104619957
286,257.46647808027467,253.3028139867077,-4.163664093566979,256.5003922209102,-0.9660858593644548
287,958.5944465253112,954.4564140103078,-4.138032515003488,957.6068402451496,-0.9876062801616854
288,818.0573965471908,813.9451008393793,-4.1122957078115405,817.0485538627864,-1.0088426844043852
289,724.228605558232,720.1421493287236,-4.0864562295083715,723.198810953664,-1.0297946045679964
290,461.81178727763927,457.7512706383401,-4.0605166392991805,460.7613256835832,-1.0504615940560598
291,410.57870144117214,406.5442219432572,-4.034479497914958,409.5078582139691,-1.0708432272030564
292,779.3492722768518,775.3409249094012,-4.008347367450597,778.2583331775763,-1.090939099275488
293,519.6136777646267,515.6315549534236,-3.982122811203112,518.5029289381546,-1.1107488264721042
294,660.582138820808,656.6263304272989,-3.9558083935091872,659.4518667748849,-1.1302720459231068
295,566.192981608412,562.2635749288279,-3.9294066795840763,565.0434731927247,-1.1495084156872508
296,712.1854071513629,708.2824869160036,-3.9029202353593746,711.0169495366141,-1.1684576147488315
297,94.10500407840094,90.22865245107965,-3.8763516273212844,92.9178847353879,-1.1871193430130376
298,377.6210926357868,373.7713892134376,-3.8497034223491937,376.4155993144873,-1.2054933212995138
299,167.0891885098651,163.26621032231088,-3.822978187554213,165.86560921852936,-1.2235792913357386
300,242.0439000235356,238.24772153341803,-3.796178490117569,240.80252300778702,-1.2413770157485828
301,200.8242765381808,197.0549696410513,-3.7693068971295247,199.56539026012612,-1.258886278054689
302,503.3222993038652,499.5799333284371,-3.742365975428072,502.0461924212154,-1.276106882649799
303,18.992988509918707,15.27763021848061,-3.715358291438097,17.699949855121755,-1.293038654796952
304,963.9676020084441,960.279315597434,-3.6882864110101536,962.6579205678311,-1.3096814406130761
305,518.9638264095712,515.302673510311,-3.6611528992601734,517.6377913025161,-1.3260351070550769
306,52.57151420438899,48.93755388398042,-3.633960320408569,51.229414662485105,-1.3420995419038846
307,682.0538403617592,678.4471291241393,-3.606711237619834,680.6959657080112,-1.3578746537480129
308,268.88805009787654,265.30864188503415,-3.579408212842395,267.51468972591096,-1.373360371965589
309,106.76759258842982,103.21553878178112,-3.5520538066487006,105.37903594172448,-1.3885566467053394
310,830.3036859749948,826.7790353969197,-3.524650578075125,828.9002225261287,-1.4034634488660913
311,197.9076029143242,194.41040182986183,-3.4972010844623753,196.48952214424872,-1.418080770075477
312,104.75426885963135,101.28456097833515,-3.469707881296202,103.32186023696413,-1.432408622667225
313,56.90645260383198,53.46427908178404,-3.4421735220479377,55.460005564174686,-1.4464470396572935
314,728.557743534167,725.1431429761514,-3.4146005580156498,727.0975474594482,-1.4601960747188514
315,655.271247322768,651.8842557846025,-3.386991538165489,653.797591520612,-1.4736558021560313
316,8.199140586074073,4.839791577101341,-3.359349008972732,6.712314269197433,-1.4868263168766394
317,221.48054044830369,218.14886493403955,-3.331675514264134,219.98083271394026,-1.499707734363426
318,704.6820311167495,701.37805752169,-3.3039735950594604,703.169730926105,-1.5123001906445097
