RUL_true,RUL_pred_RandomForest,error_RandomForest,RUL_pred_GradientBoosting,error_GradientBoosting,RUL_pred_XGBoost,error_XGBoost,RUL_pred_ElasticNet,error_ElasticNet,RUL_pred_LSTM_1,error_LSTM_1,RUL_pred_LSTM_2,error_LSTM_2
29.0,26.982377626624064,-2.0176223733759358,25.420623828669576,-3.5793761713304235,24.025513,-4.9744873046875,23.347654931973576,-5.652345068026424,20.9071,-8.092899322509766,42.897465,13.897464752197266
54.0,51.78688734728053,-2.2131126527194667,48.195472897439465,-5.8045271025605345,44.307774,-9.69222640991211,54.050877486151855,0.05087748615185461,42.26773,-11.732269287109375,64.65501,10.655006408691406
33.0,47.54071796889678,14.540717968896779,48.46801751837511,15.468017518375113,58.099518,25.099517822265625,38.818275007233325,5.818275007233325,28.297949,-4.702051162719727,65.851616,32.85161590576172
2.0,36.33611298079387,34.33611298079387,35.0500799118327,33.0500799118327,44.286884,42.28688430786133,46.391853398395966,44.391853398395966,29.939522,27.93952178955078,52.435856,50.435855865478516
28.0,31.18783276134353,3.187832761343529,34.04907283681013,6.049072836810133,33.468643,5.4686431884765625,45.54236821887478,17.542368218874778,17.33602,-10.663980484008789,51.64783,23.647830963134766
79.0,56.26333436965335,-22.73666563034665,53.51354493357469,-25.486455066425307,56.829826,-22.17017364501953,68.20333318201267,-10.79666681798733,69.11096,-9.8890380859375,134.44054,55.44053649902344
6.0,12.069624541611223,6.069624541611223,14.54818004559517,8.54818004559517,16.72026,10.720260620117188,29.901048060910135,23.901048060910135,16.811234,10.811233520507812,69.477356,63.47735595703125
71.0,63.75952278099462,-7.240477219005378,65.7137219141447,-5.286278085855301,66.53776,-4.462242126464844,52.16453811549714,-18.835461884502863,47.628902,-23.371097564697266,73.15265,2.15264892578125
7.0,4.8229385233137405,-2.1770614766862595,4.749686929101554,-2.2503130708984456,6.4473796,-0.5526204109191895,11.198931215133332,4.198931215133332,3.8659887,-3.1340112686157227,7.7710094,0.7710094451904297
27.0,28.25509093741929,1.2550909374192898,25.745468424584278,-1.2545315754157222,30.370604,3.370603561401367,22.158815070002998,-4.841184929997002,18.8769,-8.123100280761719,40.37566,13.375659942626953
29.0,32.601936216296664,3.6019362162966644,32.08030131958218,3.0803013195821833,31.1936,2.1935997009277344,40.66538649177798,11.66538649177798,30.95682,1.9568195343017578,63.654217,34.65421676635742
13.0,24.08950556624867,11.089505566248668,26.72418747666281,13.72418747666281,22.65915,9.659149169921875,23.710614053777903,10.710614053777903,18.32151,5.321510314941406,40.996243,27.99624252319336
26.0,48.92312678874596,22.92312678874596,30.9219009842994,4.921900984299398,29.680407,3.6804065704345703,37.95874023723002,11.958740237230018,36.483536,10.483535766601562,65.51594,39.51593780517578
8.0,26.07172245847461,18.07172245847461,31.141940825468144,23.141940825468144,28.811054,20.811054229736328,59.20547243009552,51.20547243009552,25.34921,17.349210739135742,61.438778,53.438777923583984
29.0,33.37632930731179,4.376329307311792,32.13935890959674,3.139358909596737,25.38158,-3.618419647216797,33.61913894889541,4.6191389488954115,26.331394,-2.6686058044433594,52.054058,23.054058074951172
43.0,32.60651655086329,-10.39348344913671,28.18849770734782,-14.811502292652179,27.329914,-15.670085906982422,28.737339427223734,-14.262660572776266,16.917946,-26.082054138183594,33.97151,-9.028488159179688
68.0,30.582094826265298,-37.4179051737347,29.794977446315126,-38.20502255368487,27.048752,-40.95124816894531,23.657134532944617,-44.34286546705538,19.267635,-48.732364654541016,53.713604,-14.286396026611328
15.0,26.89907426036505,11.899074260365051,24.197907062451925,9.197907062451925,24.291265,9.291265487670898,42.96734349799939,27.967343497999387,39.694023,24.69402313232422,75.91042,60.910423278808594
36.0,26.716564326053636,-9.283435673946364,39.82010752565956,3.8201075256595587,38.80204,2.8020401000976562,62.274563392628544,26.274563392628544,41.776947,5.776947021484375,65.48034,29.48033905029297
70.0,65.45227318640596,-4.547726813594039,69.01775667921508,-0.9822433207849173,66.55879,-3.4412078857421875,60.31288946538847,-9.687110534611527,65.07842,-4.921577453613281,112.84346,42.84346008300781
97.0,44.81930027140334,-52.18069972859666,30.44611580881564,-66.55388419118435,39.721943,-57.27805709838867,36.00299822343611,-60.99700177656389,28.324772,-68.67522811889648,61.575256,-35.42474365234375
11.0,19.07485689472483,8.074856894724832,22.29201735208403,11.29201735208403,17.120516,6.120515823364258,39.9093437417781,28.909343741778102,28.419727,17.419727325439453,60.38867,49.388671875
12.0,16.66358080808081,4.663580808080809,11.27633896028651,-0.7236610397134893,47.15416,35.15415954589844,39.73820642178394,27.738206421783943,16.053223,4.05322265625,42.320354,30.320354461669922
63.0,47.38324532935448,-15.61675467064552,39.14675145780323,-23.853248542196773,46.105457,-16.894542694091797,38.19155185397297,-24.808448146027033,15.029421,-47.97057914733887,39.77313,-23.226871490478516
3.0,17.894222829908983,14.894222829908983,11.500245700848435,8.500245700848435,6.3169937,3.3169937133789062,22.58867855936829,19.58867855936829,13.441073,10.441073417663574,66.36458,63.36457824707031
27.0,26.39161547796303,-0.608384522036971,23.999465688340816,-3.000534311659184,25.615635,-1.3843650817871094,29.107129525319152,2.107129525319152,17.36002,-9.63998031616211,29.80167,2.8016700744628906
37.0,30.146416708520363,-6.853583291479637,25.990663481293932,-11.009336518706068,30.3573,-6.6427001953125,33.985983199256765,-3.014016800743235,16.696653,-20.303346633911133,34.420918,-2.579082489013672
23.0,29.17004403563414,6.170044035634142,27.764927047484942,4.764927047484942,18.049171,-4.950828552246094,68.80705759232733,45.807057592327325,27.662155,4.6621551513671875,53.67606,30.67605972290039
4.0,19.52241727711959,15.52241727711959,25.671901525215628,21.671901525215628,23.83685,19.836849212646484,40.967417990422156,36.967417990422156,32.353516,28.353515625,63.10612,59.10612106323242
65.0,33.865021308569524,-31.134978691430476,41.74279627468541,-23.25720372531459,39.125626,-25.874374389648438,56.25652324463226,-8.743476755367737,37.701893,-27.298107147216797,63.301937,-1.6980628967285156
108.0,67.93308661368381,-40.06691338631619,56.2328404035595,-51.7671595964405,59.347507,-48.65249252319336,47.07145298717974,-60.92854701282026,39.00955,-68.99045181274414,66.40296,-41.59703826904297
59.0,33.93873445756598,-25.061265542434022,37.323449534628814,-21.676550465371186,53.360428,-5.6395721435546875,22.069245705456918,-36.93075429454308,9.002797,-49.99720287322998,22.80478,-36.195220947265625
101.0,83.61940306695242,-17.380596933047585,79.7347742031344,-21.265225796865593,87.40799,-13.592010498046875,44.44230920712806,-56.55769079287194,37.160416,-63.83958435058594,66.21732,-34.782676696777344
4.0,6.974670092635436,2.974670092635436,6.634099563859946,2.6340995638599463,7.313502,3.3135018348693848,26.629382219091855,22.629382219091855,11.771219,7.771219253540039,46.642937,42.64293670654297
36.0,30.969332824550325,-5.0306671754496755,32.411095143868195,-3.588904856131805,31.834515,-4.165485382080078,38.04610380973208,2.046103809732081,24.662382,-11.337617874145508,40.57123,4.571231842041016
6.0,30.288347265360375,24.288347265360375,39.61913158646744,33.61913158646744,28.16207,22.16206932067871,54.22738448249173,48.22738448249173,22.29098,16.290979385375977,56.629837,50.62983703613281
96.0,69.48481784386586,-26.515182156134145,65.96950381775706,-30.030496182242942,79.19112,-16.808883666992188,60.10334297677394,-35.89665702322606,59.690132,-36.30986785888672,107.96931,11.969306945800781
31.0,33.08779298850107,2.0877929885010715,28.27030458694132,-2.7296954130586784,29.930231,-1.0697689056396484,49.77560498260003,18.77560498260003,30.60345,-0.3965492248535156,43.333122,12.333122253417969
1.0,13.220961370121916,12.220961370121916,24.805052173746926,23.805052173746926,15.985292,14.985292434692383,19.385370926854094,18.385370926854094,12.882433,11.88243293762207,53.002956,52.00295639038086
53.0,48.3048441070452,-4.695155892954801,62.36561938642556,9.365619386425557,56.963356,3.9633560180664062,45.077862358469794,-7.922137641530206,28.951563,-24.048437118530273,49.68252,-3.3174781799316406
9.0,12.749203044191217,3.7492030441912174,10.656882367779339,1.656882367779339,15.952012,6.952012062072754,35.09445205398056,26.09445205398056,13.439213,4.439212799072266,23.430946,14.430946350097656
5.0,8.040138949249737,3.0401389492497373,9.3919806435121,4.391980643512101,7.055266,2.0552659034729004,29.430607202554643,24.430607202554643,7.6845293,2.6845293045043945,20.749098,15.74909782409668
8.0,7.573267842289633,-0.4267321577103669,6.594601802782517,-1.4053981972174832,6.3050523,-1.6949477195739746,21.355347416804918,13.355347416804918,10.732424,2.732423782348633,33.877327,25.87732696533203
5.0,20.289092152466246,15.289092152466246,19.47176122794391,14.471761227943912,24.845047,19.845046997070312,30.384714913996678,25.384714913996678,9.731408,4.73140811920166,34.645676,29.645675659179688
17.0,22.061706869484105,5.061706869484105,32.4000782552607,15.400078255260702,27.359768,10.35976791381836,26.990809371992636,9.990809371992636,25.789341,8.78934097290039,76.46403,59.464027404785156
3.0,23.57162155598024,20.57162155598024,21.80767866423864,18.80767866423864,15.907699,12.907698631286621,41.25679392087499,38.25679392087499,26.311264,23.311264038085938,58.191944,55.19194412231445
11.0,38.10956666993304,27.109566669933038,35.175289816766615,24.175289816766615,27.880646,16.880645751953125,39.84494229460448,28.84494229460448,35.111366,24.111366271972656,63.4315,52.43149948120117
48.0,46.609661522184595,-1.3903384778154049,53.367365760454625,5.367365760454625,55.181126,7.181125640869141,48.90158551795826,0.9015855179582601,27.843954,-20.15604591369629,50.45647,2.456470489501953
9.0,9.935837501206866,0.9358375012068656,14.133215141723895,5.133215141723895,10.750367,1.7503671646118164,28.865629359610214,19.865629359610214,12.864172,3.8641719818115234,28.72136,19.721359252929688
47.0,32.13384221815291,-14.866157781847093,27.965280144879177,-19.034719855120823,33.36975,-13.6302490234375,33.790076449936535,-13.209923550063465,23.405706,-23.59429359436035,46.794445,-0.20555496215820312
14.0,15.668772223815543,1.6687722238155427,15.678489126905689,1.6784891269056885,15.619857,1.619856834411621,20.815544010776993,6.815544010776993,15.534924,1.5349235534667969,35.049408,21.049407958984375
14.0,13.316460229543264,-0.6835397704567363,12.988702485951867,-1.0112975140481328,9.134667,-4.86533260345459,33.43862729021042,19.43862729021042,9.083664,-4.9163360595703125,19.355288,5.355287551879883
45.0,43.23799962532014,-1.7620003746798574,43.61593015580916,-1.3840698441908401,42.63688,-2.3631210327148438,46.802759755180375,1.8027597551803751,19.381096,-25.61890411376953,33.02161,-11.978389739990234
72.0,64.58301981953424,-7.416980180465757,70.85664721186002,-1.1433527881399783,70.61758,-1.3824234008789062,44.97544790436088,-27.024552095639123,36.672554,-35.32744598388672,72.62001,0.6200103759765625
7.0,21.389703909455065,14.389703909455065,25.489617920498027,18.489617920498027,17.693422,10.693422317504883,40.66248268304939,33.66248268304939,23.611412,16.611412048339844,57.984684,50.984683990478516
55.0,30.22907278335461,-24.77092721664539,27.65742821146532,-27.34257178853468,19.45761,-35.54239082336426,46.55570029156556,-8.444299708434443,26.95605,-28.043949127197266,53.225792,-1.7742080688476562
30.0,36.848909385459756,6.848909385459756,38.97457417761205,8.974574177612048,39.625103,9.625102996826172,51.316674012567006,21.316674012567006,43.01778,13.017780303955078,92.70542,62.705421447753906
64.0,53.7453574134199,-10.254642586580097,56.88568589978128,-7.114314100218721,59.802505,-4.1974945068359375,55.4715660208974,-8.528433979102601,28.927603,-35.072397232055664,53.597446,-10.40255355834961
35.0,32.08770534443148,-2.912294655568523,43.13669427694038,8.136694276940382,33.58747,-1.4125289916992188,23.290340669244067,-11.709659330755933,21.188112,-13.811887741088867,42.43413,7.434131622314453
8.0,8.360190303634347,0.36019030363434723,10.838614360561019,2.838614360561019,6.1362724,-1.8637275695800781,11.885725506084022,3.8857255060840217,5.9870234,-2.01297664642334,14.964588,6.964588165283203
48.0,45.342987047610215,-2.6570129523897847,46.720239882023904,-1.279760117976096,46.325962,-1.6740379333496094,37.61133039086391,-10.388669609136088,37.810917,-10.189083099365234,79.97361,31.973609924316406
91.0,40.59307905117902,-50.40692094882098,32.9972595724515,-58.0027404275485,33.202713,-57.79728698730469,35.07517594147628,-55.92482405852372,33.172077,-57.82792282104492,54.035755,-36.9642448425293
45.0,42.24561727939742,-2.754382720602578,39.398989015719266,-5.601010984280734,34.81394,-10.18606185913086,35.101117875201254,-9.898882124798746,24.042397,-20.957603454589844,47.933445,2.9334449768066406
13.0,33.06371805700383,20.063718057003832,41.34043178133962,28.340431781339618,45.69003,32.69002914428711,21.499031139173926,8.499031139173926,12.665531,-0.3344688415527344,37.662006,24.662006378173828
13.0,13.26485254108997,0.2648525410899705,8.52970638334672,-4.470293616653279,9.634586,-3.3654136657714844,34.794047155005934,21.794047155005934,14.595992,1.595992088317871,39.036266,26.036266326904297
79.0,66.56634571885724,-12.433654281142765,66.36699180232615,-12.633008197673846,70.06883,-8.931167602539062,58.14301952661676,-20.85698047338324,40.869804,-38.13019561767578,64.79861,-14.201393127441406
71.0,60.15406427118727,-10.845935728812726,63.82947397758917,-7.170526022410833,68.42397,-2.5760269165039062,59.88904082495707,-11.110959175042929,34.868263,-36.131736755371094,63.294952,-7.705047607421875
55.0,58.33207846596598,3.332078465965978,69.55334990562542,14.553349905625424,68.51054,13.510536193847656,58.752966141849,3.752966141849001,42.709793,-12.290206909179688,66.121635,11.121635437011719
176.0,113.93791361943293,-62.06208638056707,124.35579291947164,-51.64420708052836,115.85985,-60.14015197753906,36.052496634654034,-139.94750336534597,22.7954,-153.20459938049316,81.18955,-94.8104476928711
29.0,35.08131196425027,6.081311964250268,31.197643975523725,2.197643975523725,31.694447,2.694446563720703,45.20196271626117,16.20196271626117,23.294775,-5.705224990844727,43.82662,14.826618194580078
82.0,51.95123120912508,-30.048768790874917,58.48453023630265,-23.515469763697347,58.82254,-23.177459716796875,29.755185004216415,-52.244814995783585,27.605778,-54.394222259521484,47.752476,-34.24752426147461
0.0,0.0,0.0,2.693308425944171,2.693308425944171,2.4194782,2.419478178024292,18.60868965647055,18.60868965647055,-0.26147854,-0.2614785432815552,0.023793936,0.023793935775756836
225.0,98.61783687166515,-126.38216312833485,101.33346493254636,-123.66653506745364,93.04338,-131.9566192626953,60.670471275220706,-164.3295287247793,62.800438,-162.1995620727539,108.17304,-116.82695770263672
24.0,19.043451189127587,-4.9565488108724125,18.174142238343343,-5.825857761656657,17.164133,-6.835866928100586,35.35951015128604,11.359510151286038,11.962164,-12.037836074829102,22.301296,-1.6987037658691406
25.0,33.374949649192516,8.374949649192516,43.665429273610776,18.665429273610776,44.316933,19.316932678222656,49.55093079297238,24.55093079297238,33.509243,8.50924301147461,53.333195,28.333194732666016
49.0,42.20084750936257,-6.799152490637432,38.04156757916099,-10.95843242083901,41.518574,-7.481426239013672,30.06065512705254,-18.93934487294746,23.447523,-25.55247688293457,69.91747,20.91747283935547
83.0,70.00062242256537,-12.999377577434629,66.7108016439283,-16.289198356071694,72.74661,-10.253387451171875,66.42203390597987,-16.577966094020127,55.627754,-27.37224578857422,84.82549,1.8254928588867188
29.0,35.322656774309294,6.322656774309294,31.774584646944593,2.774584646944593,30.730152,1.7301521301269531,29.915833266139124,0.9158332661391242,28.720295,-0.2797050476074219,48.954865,19.954864501953125
17.0,21.245755772005772,4.245755772005772,15.978711780859745,-1.0212882191402546,17.158737,0.1587371826171875,41.7944601737427,24.7944601737427,25.975883,8.975883483886719,58.048798,41.048797607421875
18.0,19.02751676691167,1.0275167669116705,16.5358999977624,-1.4641000022376005,17.840246,-0.15975379943847656,35.521487722545544,17.521487722545544,10.551939,-7.448060989379883,21.427753,3.427753448486328
81.0,57.03261250073031,-23.96738749926969,71.59096804077201,-9.409031959227988,58.37866,-22.621341705322266,17.881631244445018,-63.11836875555498,14.938421,-66.06157875061035,61.404778,-19.59522247314453
1.0,8.931309971594725,7.931309971594725,4.555883364336948,3.555883364336948,9.061556,8.061555862426758,17.0374883673731,16.0374883673731,6.680277,5.680276870727539,23.837706,22.837705612182617
134.0,82.66658183628061,-51.33341816371939,108.20422813053158,-25.795771869468425,101.99123,-32.00877380371094,46.10995149031447,-87.89004850968553,45.826366,-88.17363357543945,82.15461,-51.84539031982422
34.0,51.6780913596957,17.6780913596957,51.509406542214506,17.509406542214506,42.845833,8.845832824707031,63.849250550668046,29.849250550668046,41.049736,7.049736022949219,66.62149,32.621490478515625
51.0,42.23897186212078,-8.761028137879222,42.9572853367867,-8.042714663213303,44.213703,-6.786296844482422,54.4163043560789,3.4163043560789035,50.710346,-0.2896537780761719,105.28172,54.28172302246094
86.0,31.907530779004215,-54.09246922099578,61.47567410753543,-24.524325892464567,76.830055,-9.169944763183594,48.399121849285656,-37.600878150714344,28.673786,-57.32621383666992,62.1452,-23.854801177978516
9.0,14.707436865384532,5.7074368653845315,13.456649112461934,4.456649112461934,17.01258,8.012580871582031,32.001908047837674,23.001908047837674,28.653414,19.653413772583008,57.762928,48.7629280090332
16.0,35.070574618826136,19.070574618826136,12.618515904517308,-3.3814840954826924,47.791077,31.79107666015625,22.042330664620334,6.042330664620334,17.83396,1.8339595794677734,61.146183,45.146183013916016
21.0,12.241868215724201,-8.758131784275799,7.645401150989363,-13.354598849010637,15.876802,-5.123197555541992,21.55847064689832,0.5584706468983214,14.807501,-6.192499160766602,33.769096,12.769096374511719
0.0,31.671662261617147,31.671662261617147,6.0013977818274284,6.0013977818274284,3.80341,3.803410053253174,16.24540625845237,16.24540625845237,-0.041808486,-0.041808485984802246,1.022599,1.0225989818572998
137.0,135.46279581529586,-1.5372041847041373,144.02584246082347,7.025842460823469,141.8602,4.860198974609375,60.70475172423647,-76.29524827576353,57.011654,-79.98834609985352,112.67213,-24.32787322998047
22.0,30.807852035699675,8.807852035699675,28.46221902388918,6.46221902388918,28.51836,6.518360137939453,40.6609469528624,18.660946952862403,22.195967,0.1959667205810547,46.43958,24.439579010009766
29.0,27.302603192870407,-1.6973968071295928,25.694924952941232,-3.305075047058768,20.202305,-8.79769515991211,40.848396991617875,11.848396991617875,25.872671,-3.127328872680664,35.03889,6.038890838623047
82.0,81.95563951304881,-0.04436048695119155,96.08343603848897,14.08343603848897,85.05272,3.0527191162109375,65.90786856496311,-16.09213143503689,58.177086,-23.822914123535156,90.15499,8.154991149902344
82.0,65.37510075996425,-16.624899240035745,76.44047877824033,-5.559521221759667,78.17781,-3.8221893310546875,47.53733293960623,-34.46266706039377,26.778313,-55.22168731689453,60.89034,-21.109661102294922
0.0,5.321047583756824,5.321047583756824,0.04477625741730792,0.04477625741730792,-6.060846,-6.060845851898193,-3.3728757725842513,-3.3728757725842513,0.893219,0.893218994140625,1.425507,1.4255069494247437
64.0,54.05329705037647,-9.946702949623528,60.197159715142824,-3.802840284857176,54.29534,-9.704658508300781,35.87373075681039,-28.12626924318961,36.58943,-27.410568237304688,64.67832,0.6783218383789062
9.0,7.9466512015367945,-1.0533487984632055,1.5427743112205925,-7.457225688779408,4.9887753,-4.011224746704102,41.223640608343736,32.223640608343736,10.21833,1.2183303833007812,38.659267,29.65926742553711
45.0,54.074660898288194,9.074660898288194,47.933624627899654,2.933624627899654,48.984375,3.984375,55.404242357980394,10.404242357980394,44.82038,-0.17961883544921875,63.082623,18.082622528076172
29.0,26.897714522220475,-2.1022854777795246,33.47615457904146,4.476154579041463,32.830452,3.8304519653320312,31.61223096789422,2.61223096789422,21.353775,-7.6462249755859375,58.020718,29.02071762084961
0.0,23.57715631346821,23.57715631346821,18.961215387594436,18.961215387594436,22.435774,22.435773849487305,5.189131152909326,5.189131152909326,-0.42784488,-0.4278448820114136,0.5344629,0.5344629287719727
7.0,6.212091890828558,-0.7879081091714424,4.895784468648197,-2.1042155313518034,5.547004,-1.452995777130127,19.266967726534702,12.266967726534702,6.733623,-0.26637697219848633,14.404589,7.40458869934082
58.0,43.44863289007877,-14.55136710992123,49.959149319670814,-8.040850680329186,49.612713,-8.387287139892578,33.54173097439194,-24.45826902560806,30.053106,-27.9468936920166,60.146397,2.1463966369628906
0.0,0.145,0.145,-0.3062732259505573,-0.3062732259505573,-0.28508162,-0.2850816249847412,4.714143455050781,4.714143455050781,-0.39493144,-0.394931435585022,0.17039847,0.17039847373962402
25.0,31.286581871340022,6.286581871340022,30.381802642114774,5.381802642114774,28.585894,3.5858936309814453,43.47929008786666,18.47929008786666,31.776241,6.776241302490234,80.26418,55.264183044433594
60.0,40.52148562944367,-19.478514370556333,37.571662553302026,-22.428337446697974,40.86688,-19.133121490478516,43.493278738453725,-16.506721261546275,28.52576,-31.474239349365234,74.419586,14.419586181640625
48.0,36.20107426667207,-11.798925733327927,41.92518370064355,-6.074816299356449,34.01696,-13.983039855957031,36.307554282442766,-11.692445717557234,32.395298,-15.60470199584961,56.139225,8.139225006103516
18.0,56.83283120748728,38.83283120748728,63.91484684092677,45.91484684092677,58.218456,40.21845626831055,44.95903381774862,26.95903381774862,36.527733,18.527732849121094,66.73769,48.737693786621094
76.0,70.85377772566585,-5.14622227433415,67.55119212426942,-8.44880787573058,66.22949,-9.7705078125,67.2334612082051,-8.7665387917949,36.438164,-39.56183624267578,81.78278,5.782783508300781
115.0,50.044678846753385,-64.95532115324662,69.79329718895234,-45.20670281104766,55.832523,-59.167476654052734,25.20485361052911,-89.79514638947089,22.917332,-92.08266830444336,68.46553,-46.53446960449219
11.0,11.734264895187696,0.734264895187696,9.17832361924547,-1.8216763807545302,9.172404,-1.8275957107543945,33.48982963194745,22.48982963194745,5.214522,-5.785478115081787,21.718788,10.718788146972656
76.0,36.829161107499225,-39.170838892500775,41.27305925885969,-34.72694074114031,34.530888,-41.469112396240234,59.037738239116244,-16.962261760883756,36.32957,-39.67042922973633,67.21524,-8.784759521484375
64.0,55.612830333331324,-8.387169666668676,63.662099781010525,-0.33790021898947487,67.40721,3.4072113037109375,48.946551991457724,-15.053448008542276,43.75447,-20.245529174804688,59.907913,-4.0920867919921875
78.0,50.231496284229344,-27.768503715770656,37.51718838551323,-40.48281161448677,33.517548,-44.482452392578125,47.29186999700013,-30.708130002999873,32.97241,-45.027591705322266,62.036945,-15.963054656982422
71.0,75.32007421451435,4.320074214514349,78.12475959664626,7.124759596646257,70.14626,-0.8537368774414062,61.96614266924378,-9.03385733075622,67.94331,-3.0566864013671875,120.52042,49.520416259765625
55.0,46.86715541237435,-8.132844587625648,53.80060891160574,-1.1993910883942576,49.54547,-5.45452880859375,57.70637048194505,2.7063704819450507,56.888954,1.8889541625976562,110.86502,55.865020751953125
41.0,30.50075449251272,-10.49924550748728,34.778899446449486,-6.221100553550514,34.81377,-6.186229705810547,38.34464542693869,-2.6553545730613095,25.117828,-15.882171630859375,38.37857,-2.621429443359375
58.0,41.98142255372093,-16.018577446279068,43.32395352961081,-14.676046470389188,44.085777,-13.914222717285156,50.474240042096355,-7.525759957903645,31.211496,-26.788503646850586,49.63168,-8.36832046508789
8.0,14.732463247131966,6.732463247131966,20.17449390140728,12.174493901407281,18.18639,10.186389923095703,42.52894186804677,34.52894186804677,18.399252,10.399251937866211,54.251545,46.25154495239258
