,price,price_model1,price_model2,error_model1,error_model2
88082,1320.0,3021.0,2373.0388800199653,-1701.0,-1053.0388800199653
39571,1015.0,1015.0,1274.3225602019775,0.0,-259.32256020197747
91377,844.0,1370.0,1102.2602926128739,-526.0,-258.26029261287385
63666,1755.0,1750.0,1727.8596913541733,5.0,27.140308645826735
5381,1365.0,1650.0,1115.1359090850779,-285.0,249.86409091492214
67120,728.0,1280.0,738.3020495415069,-552.0,-10.302049541506904
58695,1017.0,837.5,996.2939145265076,179.5,20.706085473492408
53274,1495.0,1459.4444444444443,1494.8252038301146,35.55555555555566,0.17479616988543967
17546,1577.0,1512.5,1527.6343075491718,64.5,49.36569245082819
36409,895.0,895.0,836.436096239615,0.0,58.56390376038496
58545,1795.0,3995.0,3229.3594139654547,-2200.0,-1434.3594139654547
59930,2199.0,1007.5,1120.9048877390355,1191.5,1078.0951122609645
8247,1287.0,1252.0,1378.5273495597476,35.0,-91.52734955974756
87551,2250.0,2305.0,1773.593034120755,-55.0,476.40696587924504
15416,1099.0,1131.5,1033.3410244435047,-32.5,65.6589755564953
46274,1475.0,1494.142857142857,1770.4549170840078,-19.14285714285711,-295.4549170840078
39655,1219.0,1314.0,1272.7632228124726,-95.0,-53.76322281247258
68533,725.0,1201.6666666666667,1084.3237172547008,-476.66666666666674,-359.3237172547008
46657,1115.0,1086.25,1184.3166893117073,28.75,-69.31668931170725
10045,2500.0,2478.75,2547.1275428675026,21.25,-47.1275428675026
32829,695.0,675.0,994.0939943001215,20.0,-299.0939943001215
46262,1800.0,1800.0,1578.0864860323911,0.0,221.91351396760888
62003,795.0,807.0,966.3148645326131,-12.0,-171.31486453261311
90332,1089.0,1051.0,1428.309680570179,38.0,-339.3096805701789
23071,1495.0,1550.0,1501.3050783488295,-55.0,-6.305078348829511
8731,1090.0,1080.0,1830.2333881865623,10.0,-740.2333881865623
47603,1040.0,1082.5,1038.670637563396,-42.5,1.3293624366040149
30320,1595.0,1808.8333333333333,1449.5136076584167,-213.83333333333326,145.48639234158327
20785,2805.0,2920.0,2985.6033052857647,-115.0,-180.6033052857647
91888,2330.0,1125.0,1703.5968027245428,1205.0,626.4031972754572
99460,782.0,921.0,682.3565260733546,-139.0,99.64347392664536
2252,1200.0,2410.0,1881.3895780659716,-1210.0,-681.3895780659716
35707,1750.0,1600.0,2812.356812505283,150.0,-1062.356812505283
40849,1982.0,1610.0,1664.1806683743832,372.0,317.81933162561677
71077,1572.0,1717.5,1379.56674725471,-145.5,192.43325274529002
80417,1976.0,2451.5,2166.340621581266,-475.5,-190.34062158126608
80939,1415.0,1355.0,1721.0102044957553,60.0,-306.01020449575526
94782,3170.0,3265.0,3456.245800947051,-95.0,-286.24580094705107
54392,970.0,1050.0,1180.902542983938,-80.0,-210.90254298393802
34596,1125.0,1475.0,1333.9362469809498,-350.0,-208.93624698094982
84011,1059.0,1059.0,1113.5827909470586,0.0,-54.582790947058584
24402,688.0,700.0,372.08379521157974,-12.0,315.91620478842026
33774,1035.0,1035.0,1009.2236334885962,0.0,25.776366511403808
58470,1027.0,981.0,1173.2467147216976,46.0,-146.24671472169757
93330,1700.0,1623.0,1864.0839598902758,77.0,-164.08395989027576
46762,1215.0,1237.3684210526317,962.9345965230129,-22.368421052631675,252.06540347698706
23410,1915.0,1963.75,1524.9249378307086,-48.75,390.0750621692914
9069,1689.0,1675.0,1591.3801030599352,14.0,97.61989694006479
70120,970.0,990.0,835.7608643276569,-20.0,134.23913567234308
21042,1380.0,1341.6666666666667,1720.4477024887597,38.33333333333326,-340.44770248875966
43538,1565.0,1405.8260869565217,1218.1150283093905,159.17391304347825,346.8849716906095
87792,1828.0,1828.0,1739.5612238317722,0.0,88.43877616822783
69231,1156.0,1171.3333333333333,1312.1757328574486,-15.333333333333258,-156.17573285744857
55169,1909.0,2092.8,1957.5938745588555,-183.80000000000018,-48.59387455885553
11319,1405.0,1370.0,1375.7112990697096,35.0,29.28870093029036
74011,820.0,927.0,810.6210592402012,-107.0,9.378940759798752
74133,1123.0,1019.0,1457.8645505151621,104.0,-334.86455051516214
32711,1835.0,1750.0,1774.1092524020394,85.0,60.890747597960626
93001,1466.0,1416.0,1736.5473738284063,50.0,-270.5473738284063
93069,2200.0,5350.0,3098.169152357024,-3150.0,-898.1691523570239
29284,1125.0,1110.0,1447.6830872641772,15.0,-322.6830872641772
39509,1055.0,1061.0714285714287,1178.656849807784,-6.071428571428669,-123.65684980778406
80578,2169.0,2149.75,2384.2118383278907,19.25,-215.21183832789075
21631,855.0,935.0,882.5342308813376,-80.0,-27.534230881337635
73727,1475.0,1451.5,1286.5168609319473,23.5,188.48313906805265
948,850.0,907.0,1097.23784860543,-57.0,-247.23784860542992
85858,960.0,835.0,1000.3954940065462,125.0,-40.39549400654619
20447,1365.0,1455.0,1660.8234120046684,-90.0,-295.8234120046684
78851,1365.0,1340.0,1457.954634645856,25.0,-92.954634645856
88489,1330.0,2898.0,1534.4546243900327,-1568.0,-204.45462439003268
12994,1235.0,1235.0,1513.2863464643551,0.0,-278.2863464643551
79376,1640.0,1381.0,1542.2607141820795,259.0,97.73928581792052
4464,1950.0,891.0,1024.445684577198,1059.0,925.5543154228019
34400,1146.0,1182.0,1143.5468496282165,-36.0,2.453150371783522
45828,1395.0,1450.0,2034.6766883735063,-55.0,-639.6766883735063
79540,1255.0,1424.0,985.0530228686697,-169.0,269.9469771313303
11762,2235.0,2185.0,2387.2747902764345,50.0,-152.2747902764345
60779,1453.0,1753.0,1376.5002852188277,-300.0,76.49971478117232
6570,900.0,929.0,1469.0834257684457,-29.0,-569.0834257684457
25617,2368.0,2613.6666666666665,2829.56046555772,-245.66666666666652,-461.5604655577199
65317,1515.0,1547.5,1167.0874367274505,-32.5,347.9125632725495
50658,765.0,1225.3125,1478.659667010617,-460.3125,-713.6596670106171
45248,3915.0,3756.0,3442.4908844599677,159.0,472.5091155400323
97265,1339.0,1299.0,1400.1221630842626,40.0,-61.12216308426264
55576,2200.0,2200.0,1543.4958616533938,0.0,656.5041383466062
51619,975.0,835.0,1953.7946725548536,140.0,-978.7946725548536
56613,550.0,809.0,773.0926168553551,-259.0,-223.09261685535512
5311,1725.0,3355.0,2992.5135441511334,-1630.0,-1267.5135441511334
13302,2450.0,4065.0,2586.711116379849,-1615.0,-136.71111637984905
51497,13900.0,9450.0,6048.98743194178,4450.0,7851.01256805822
18735,2849.0,2725.0,3135.747494469334,124.0,-286.747494469334
9459,884.0,901.0,1509.4705966579668,-17.0,-625.4705966579668
66412,6800.0,4800.0,4425.266970773842,2000.0,2374.7330292261577
57668,1405.0,1405.0,1378.748023071043,0.0,26.251976928956992
36324,1350.0,979.0,890.1323967096776,371.0,459.86760329032245
30110,1400.0,1195.0,1320.646855423643,205.0,79.35314457635695
95868,1270.0,1159.0,1372.4778273620414,111.0,-102.47782736204135
52318,951.0,921.0,980.6182261883367,30.0,-29.618226188336735
1033,2038.0,2256.0,1323.296476221265,-218.0,714.703523778735
50471,450.0,788.3333333333334,683.9474373414524,-338.33333333333337,-233.94743734145243
37644,850.0,1054.0,1145.0798093995677,-204.0,-295.0798093995677
44690,1436.0,960.0,1382.0008240786997,476.0,53.99917592130032
86898,1036.0,1044.0,1057.5124472556308,-8.0,-21.512447255630832
11603,1079.0,825.0,1052.5310444019563,254.0,26.46895559804375
6648,1015.0,1162.0,1265.895297738547,-147.0,-250.89529773854701
67818,1500.0,889.0,1191.4686705846227,611.0,308.5313294153773
36803,1293.0,1393.75,1630.3808245596886,-100.75,-337.38082455968856
74602,1668.0,1680.0,1625.0419261275877,-12.0,42.95807387241234
94910,1915.0,1925.0,1352.3205500775498,-10.0,562.6794499224502
47488,1480.0,1629.1666666666667,1182.0882771377621,-149.16666666666674,297.91172286223787
8353,1724.0,1702.75,1884.8576557889846,21.25,-160.85765578898463
84931,1195.0,1096.7142857142858,908.8688758523363,98.28571428571422,286.13112414766374
15156,1415.0,1140.0,1007.5633284426051,275.0,407.4366715573949
91900,1889.0,1889.0,1459.2475758655753,0.0,429.7524241344247
27982,900.0,1129.0,1053.1431187077237,-229.0,-153.14311870772372
37189,1710.0,1780.0,2043.019639577236,-70.0,-333.0196395772359
84976,700.0,835.0,787.4099619863651,-135.0,-87.40996198636515
38798,1240.0,1261.6666666666667,1835.503217810559,-21.666666666666742,-595.5032178105589
70548,1110.0,1170.0,1088.1294464830794,-60.0,21.87055351692061
29684,1282.0,1396.5,1394.5670066648725,-114.5,-112.56700666487245
81757,1903.0,1925.0,1180.909772442646,-22.0,722.090227557354
68827,750.0,1975.0,1059.249690783767,-1225.0,-309.24969078376694
97572,2340.0,2290.0,2106.8976238086625,50.0,233.1023761913375
4503,1555.0,1585.0,1874.913967597995,-30.0,-319.913967597995
32247,1395.0,1011.936507936508,1003.778245848806,383.06349206349205,391.221754151194
65866,1732.0,1832.0,1890.4789527939265,-100.0,-158.4789527939265
46438,1025.0,1071.5121951219512,1203.9268634689643,-46.51219512195121,-178.92686346896426
66659,1250.0,900.0,1238.6349732763122,350.0,11.365026723687834
51942,1299.0,1277.0,1290.590856034748,22.0,8.409143965252042
11521,1520.0,1449.2857142857142,1567.1200270524635,70.71428571428578,-47.120027052463456
21644,1105.0,1153.3870967741937,1129.1370835157463,-48.38709677419365,-24.137083515746326
72775,3000.0,2000.0,3374.208078219666,1000.0,-374.2080782196658
98972,953.0,896.9230769230769,907.8681327642355,56.076923076923094,45.1318672357645
40180,1649.0,1715.0,1227.2709682807738,-66.0,421.7290317192262
98968,1220.0,1325.25,1390.1859451815887,-105.25,-170.18594518158875
21676,2092.0,1869.4,1570.9642904198727,222.5999999999999,521.0357095801273
44022,1891.0,1891.0,1369.7012197655595,0.0,521.2987802344405
28870,1385.0,1346.6666666666667,1507.8537265664336,38.33333333333326,-122.85372656643358
1484,815.0,1019.0,931.748125499586,-204.0,-116.74812549958597
74179,1135.0,1290.0,1001.3432646877251,-155.0,133.65673531227492
19606,899.0,929.5,996.6164235304277,-30.5,-97.61642353042771
7404,769.0,769.0,936.7052416026736,0.0,-167.7052416026736
35562,1850.0,1850.0,2449.5539627028884,0.0,-599.5539627028884
49539,1495.0,1885.0,2262.0586861240536,-390.0,-767.0586861240536
32825,1340.0,1303.3333333333333,1359.8359844632141,36.66666666666674,-19.835984463214118
68455,1449.0,1419.4545454545455,1379.5025144831297,29.545454545454504,69.49748551687026
70424,2950.0,934.0,2054.8099526220785,2016.0,895.1900473779215
77701,1057.0,3242.0,2385.896351944554,-2185.0,-1328.8963519445542
51123,1275.0,953.0,1134.522208810332,322.0,140.4777911896681
49969,2651.0,2456.0,2450.138784964983,195.0,200.8612150350168
47982,1330.0,1467.5714285714287,1433.7798754559665,-137.57142857142867,-103.77987545596648
74115,2410.0,1000.0,1927.5713433973913,1410.0,482.4286566026087
58234,1304.0,1340.3333333333333,1458.1920214007541,-36.33333333333326,-154.19202140075413
74859,880.0,830.0,847.2414789063611,50.0,32.75852109363893
82138,822.0,1165.0,1152.6452144420468,-343.0,-330.64521444204684
65621,1160.0,1160.0,999.6546563429218,0.0,160.34534365707816
17511,1590.0,1530.0,1510.8370932397272,60.0,79.16290676027279
65009,1425.0,1275.0,1407.313167866003,150.0,17.686832133997086
64628,2295.0,2325.0,2379.1028556202027,-30.0,-84.10285562020272
85756,1205.0,1007.0,1037.3823024956969,198.0,167.61769750430312
13701,1183.0,1138.0,1582.2475446281628,45.0,-399.2475446281628
43234,1550.0,2095.0,1864.2149628183065,-545.0,-314.2149628183065
54419,1459.0,1279.0,1155.4598724379716,180.0,303.5401275620284
15530,1175.0,1617.0,1140.8438275687547,-442.0,34.156172431245295
64856,970.0,954.5833333333334,1015.3830296068883,15.416666666666629,-45.38302960688827
85910,639.0,725.0,657.5118682467253,-86.0,-18.51186824672527
24899,1938.0,1937.0,1676.4098585283216,1.0,261.5901414716784
51803,2050.0,2250.0,2038.7516676899336,-200.0,11.248332310066417
41238,1449.0,1482.75,1663.4053464670146,-33.75,-214.40534646701462
24223,1679.0,1624.0,1917.5641510348237,55.0,-238.56415103482368
30559,975.0,975.0,810.9548194888589,0.0,164.0451805111411
1751,902.0,1029.5384615384614,1390.0359233196086,-127.53846153846143,-488.0359233196086
43887,1320.0,1195.0,1067.4076218162134,125.0,252.59237818378665
73692,2442.0,2264.0,2363.9198092381675,178.0,78.08019076183245
21713,827.0,838.4,1123.7742233986648,-11.399999999999977,-296.77422339866484
28795,807.0,820.3333333333334,624.5277797819878,-13.333333333333371,182.47222021801224
53252,1600.0,954.0,1454.6334006472644,646.0,145.36659935273565
93812,1085.0,925.0,1388.2932851406192,160.0,-303.2932851406192
77796,1273.0,1273.0,1490.7088069517367,0.0,-217.70880695173673
82580,1800.0,1329.0,1445.4488346851126,471.0,354.5511653148874
3502,1100.0,1590.0,1380.1888719056128,-490.0,-280.1888719056128
8171,1529.0,1529.0,2059.820986041196,0.0,-530.8209860411962
93214,1800.0,2400.0,2115.5201519365028,-600.0,-315.52015193650277
45529,3690.0,3682.5,3679.6772801665415,7.5,10.32271983345845
77797,1588.0,1199.0,1315.0021167894442,389.0,272.99788321055576
84051,2271.0,2283.5,1956.4284451238655,-12.5,314.57155487613454
89057,1685.0,1406.0,1525.2862620751955,279.0,159.7137379248045
86935,1285.0,1440.6666666666667,1278.5372463080434,-155.66666666666674,6.46275369195655
71636,1221.0,1199.0,1547.2581562417245,22.0,-326.25815624172446
98307,1075.0,1075.0,1197.9224049403592,0.0,-122.92240494035923
37581,3125.0,3165.85,3191.7891074029785,-40.84999999999991,-66.78910740297852
23730,755.0,525.0,934.8524996581469,230.0,-179.85249965814694
52398,1245.0,1375.0,1290.436437356236,-130.0,-45.436437356235956
63784,1410.0,615.0,1270.3037324947136,795.0,139.69626750528641
6091,1900.0,1558.3333333333333,1778.060573321893,341.66666666666674,121.93942667810711
51766,648.0,885.0,1577.145726258354,-237.0,-929.145726258354
34938,924.0,1045.0,1117.2620189518473,-121.0,-193.26201895184727
86934,995.0,790.0,832.891399627055,205.0,162.10860037294503
71482,1320.0,1240.0,1004.5521339232221,80.0,315.4478660767779
3408,1406.0,1555.0,1524.4471935090246,-149.0,-118.4471935090246
9090,1780.0,2075.0,1813.8783605791036,-295.0,-33.87836057910363
26432,956.0,807.5555555555555,1144.060039789932,148.44444444444446,-188.06003978993203
85810,3142.0,3031.0,2582.6950501308447,111.0,559.3049498691553
33974,599.0,599.0,1736.464052544117,0.0,-1137.464052544117
50986,1450.0,1450.0,1083.3038506641892,0.0,366.6961493358108
84838,915.0,880.0,1321.593669239672,35.0,-406.59366923967195
29939,1554.0,1564.8333333333333,1547.4484468589806,-10.833333333333258,6.55155314101944
21815,1870.0,1862.75,2050.5187285836364,7.25,-180.5187285836364
33315,613.0,611.0,569.7236800255007,2.0,43.2763199744993
81279,3669.0,2283.0,2621.282682940594,1386.0,1047.717317059406
19358,579.0,584.0,470.86139884267425,-5.0,108.13860115732575
36789,2100.0,2375.0,2506.9392604170926,-275.0,-406.93926041709256
42305,1370.0,1638.5,1450.79250795368,-268.5,-80.79250795367989
60,720.0,882.0,939.6704961113688,-162.0,-219.67049611136883
84294,2095.0,2195.0,2202.0262474689507,-100.0,-107.02624746895071
5543,998.0,775.0,371.86381511380034,223.0,626.1361848861997
65313,1629.0,1579.0,1769.0565209532253,50.0,-140.05652095322534
7195,2495.0,2905.5,2644.2818209419347,-410.5,-149.2818209419347
10916,1440.0,1521.5,1455.2634749171875,-81.5,-15.263474917187523
8145,2945.0,2095.0,3399.5549123619667,850.0,-454.5549123619667
2074,719.0,921.0,1147.8490291854603,-202.0,-428.84902918546027
37661,1833.0,2495.0,2176.823653678652,-662.0,-343.82365367865214
53026,2530.0,2410.0,2664.3291981242883,120.0,-134.32919812428827
84748,1315.0,1489.0,1517.2146492448933,-174.0,-202.21464924489328
16020,1040.0,1037.5,1263.1185274641348,2.5,-223.1185274641348
60434,2100.0,1832.5,1785.9577155758082,267.5,314.04228442419185
27650,1720.0,1422.0,1458.0475694999213,298.0,261.95243050007866
23708,1695.0,1819.0,1878.4837211538618,-124.0,-183.48372115386178
24514,2338.0,2314.5,2298.7431854823994,23.5,39.25681451760056
56716,2400.0,1800.0,2382.03498940606,600.0,17.96501059393995
73686,1583.0,1518.0,1469.241250901397,65.0,113.75874909860295
40612,1015.0,1015.0,1274.3225602019775,0.0,-259.32256020197747
90735,1419.0,2749.0,1530.8507298593806,-1330.0,-111.85072985938064
70232,2975.0,3010.0,2769.407222374871,-35.0,205.5927776251292
20595,1139.0,930.6666666666666,756.4610867189729,208.33333333333337,382.53891328102713
39353,1935.0,1818.357142857143,1761.3004074938767,116.64285714285711,173.69959250612328
51481,950.0,900.0,1360.6184385994084,50.0,-410.61843859940836
6824,2200.0,875.0,2101.213396174285,1325.0,98.78660382571479
60134,1563.0,1578.0,1250.2601838148848,-15.0,312.73981618511516
45994,1610.0,955.0,1517.296855604299,655.0,92.70314439570097
89236,1025.0,830.0,1301.2994378875258,195.0,-276.29943788752576
1605,750.0,1540.0,585.3468495113697,-790.0,164.65315048863033
28325,2295.0,2304.6,2834.564180998224,-9.599999999999909,-539.564180998224
89202,2155.0,2293.3333333333335,2247.5778835185793,-138.33333333333348,-92.57788351857926
95325,1285.0,1285.0,1423.231938760589,0.0,-138.23193876058895
23010,1553.0,1030.0,957.1068768021528,523.0,595.8931231978472
44375,709.0,709.0,1279.1648173292836,0.0,-570.1648173292836
56945,1950.0,1362.0,1689.6506527807405,588.0,260.34934721925947
29409,1167.0,1167.0,2000.7950968682271,0.0,-833.7950968682271
67650,575.0,1345.0,1113.8237641900334,-770.0,-538.8237641900334
22496,695.0,695.0,600.4046100444714,0.0,94.59538995552862
5971,1219.0,1107.0,473.89187902998117,112.0,745.1081209700188
61132,1395.0,1397.1739130434783,1449.2314355569795,-2.173913043478251,-54.23143555697948
71194,674.0,686.0,929.1520915690326,-12.0,-255.15209156903256
17371,3465.0,3443.0,2022.6721150951983,22.0,1442.3278849048017
48618,2500.0,2000.0,2119.5952107944004,500.0,380.4047892055996
92990,785.0,841.6666666666666,783.7759898397376,-56.66666666666663,1.2240101602624236
39092,1765.0,1530.0,1510.8370932397272,235.0,254.1629067602728
11014,1371.0,1321.0,1366.995112779416,50.0,4.004887220583896
28936,1010.0,1097.5,982.6948801195763,-87.5,27.305119880423717
31027,1486.0,1467.3846153846155,1351.661055905953,18.615384615384528,134.33894409404706
25431,1280.0,1166.0,1346.7997994524378,114.0,-66.79979945243781
72881,1903.0,1844.0,1925.312546081761,59.0,-22.312546081760956
92974,1366.0,1580.0,1711.5287966258866,-214.0,-345.52879662588657
4032,995.0,1799.0,1800.9488359008033,-804.0,-805.9488359008033
16411,775.0,909.0,763.013579067844,-134.0,11.986420932155966
92583,2900.0,3300.0,2646.3937268399404,-400.0,253.60627316005957
83089,1250.0,995.0,900.1869890441554,255.0,349.81301095584456
31853,1040.0,1938.0,1307.1512233405697,-898.0,-267.1512233405697
54507,1425.0,1425.0,2031.9033131214337,0.0,-606.9033131214337
38990,1462.0,1303.0,1728.4237073837744,159.0,-266.4237073837744
15195,1567.0,1425.25,1228.1224591903983,141.75,338.87754080960167
60267,953.0,1213.0,954.1657073315848,-260.0,-1.1657073315848265
70710,1145.0,1427.5,1392.4124755700536,-282.5,-247.41247557005363
80150,1109.0,1120.3333333333333,805.2708143530922,-11.333333333333258,303.7291856469078
61428,1345.0,1183.0,1291.6132188460406,162.0,53.38678115395942
48858,1877.0,2382.0,2373.0397992576327,-505.0,-496.0397992576327
60666,9500.0,2700.0,4835.493761295018,6800.0,4664.506238704982
78184,655.0,665.0,643.5432691046343,-10.0,11.456730895365695
54496,960.0,959.0,1055.3855636278927,1.0,-95.38556362789268
4225,904.0,1171.0,1141.2705444818646,-267.0,-237.2705444818646
92448,809.0,919.0,893.1457884440908,-110.0,-84.14578844409084
37429,3200.0,3500.0,3688.146477589845,-300.0,-488.14647758984484
84607,1034.0,1099.0,1159.5094339383772,-65.0,-125.50943393837724
82779,685.0,536.0,925.1351396984577,149.0,-240.1351396984577
73784,500.0,640.0,638.6116741011191,-140.0,-138.6116741011191
882,790.0,888.0,1013.0228727144407,-98.0,-223.02287271444072
13851,879.0,937.1,860.4227924212585,-58.10000000000002,18.577207578741536
82566,647.0,610.0,410.90414036182926,37.0,236.09585963817074
20698,1145.0,1050.0,1889.7126140890396,95.0,-744.7126140890396
42485,1644.0,1686.3333333333333,1686.2464113170145,-42.33333333333326,-42.24641131701446
73867,1349.0,754.0,879.2547801221535,595.0,469.74521987784647
97161,875.0,862.0,902.8747749287637,13.0,-27.874774928763713
96323,1440.0,1396.0,1627.6298752653772,44.0,-187.62987526537722
65532,1815.0,1730.0,1489.124060429213,85.0,325.87593957078707
68485,11500.0,5500.0,3356.435833129278,6000.0,8143.564166870722
35278,1133.0,895.0,1631.1258697017327,238.0,-498.12586970173265
36969,1750.0,720.0,1745.2563072263688,1030.0,4.74369277363121
27526,1255.0,1255.0,1233.0662090434614,0.0,21.933790956538587
5653,1115.0,1001.0,1266.8960408266478,114.0,-151.89604082664778
98315,850.0,896.75,1351.1154798477937,-46.75,-501.1154798477937
17973,1599.0,1499.0,1562.0638609836387,100.0,36.93613901636127
27617,1220.0,866.25,1392.9140998569403,353.75,-172.9140998569403
51328,1335.0,1335.0,1060.52156618538,0.0,274.4784338146201
73782,987.0,1057.0,995.3409783418452,-70.0,-8.340978341845243
91748,1000.0,1022.0,923.3171138212972,-22.0,76.6828861787028
21497,1700.0,2318.3333333333335,2504.1789117224257,-618.3333333333335,-804.1789117224257
81003,1460.0,1500.0,1261.8827177966264,-40.0,198.11728220337363
8547,1326.0,1322.6,1141.697929794545,3.400000000000091,184.30207020545504
28496,1438.0,1527.0,1578.3346471909063,-89.0,-140.33464719090625
86986,1350.0,1274.5,1453.4289837243225,75.5,-103.4289837243225
80569,3250.0,1315.0,2644.9748348802786,1935.0,605.0251651197214
47204,620.0,725.0,578.6962132170833,-105.0,41.303786782916745
59693,795.0,1600.0,823.6118676388078,-805.0,-28.61186763880778
81272,1393.0,1260.0,1388.0094650271294,133.0,4.9905349728705914
61877,1600.0,2766.6666666666665,1324.976421081932,-1166.6666666666665,275.0235789180681
33482,2550.0,2084.0,1987.523544605037,466.0,562.4764553949631
89905,790.0,790.0,910.0533440836075,0.0,-120.0533440836075
37919,1410.0,1515.0,1426.5907854840978,-105.0,-16.59078548409775
66985,1698.0,1722.2857142857142,1838.2478974169921,-24.28571428571422,-140.24789741699215
67649,1621.0,1640.0,1759.8647854317942,-19.0,-138.8647854317942
8964,1762.0,1308.3333333333333,1330.8383734455942,453.66666666666674,431.16162655440576
4218,1100.0,975.0,898.8718025763606,125.0,201.12819742363945
90059,851.0,1550.0,1571.6532891962272,-699.0,-720.6532891962272
87527,1945.0,2117.5,2507.2456802297816,-172.5,-562.2456802297816
11137,1482.0,1482.0,1527.0600925985414,0.0,-45.06009259854136
62573,1850.0,1928.0,1953.0105669153513,-78.0,-103.01056691535132
3198,3300.0,1145.0,2037.56183173909,2155.0,1262.43816826091
25547,1380.0,1573.5,1507.2998409607276,-193.5,-127.29984096072758
98526,791.0,1098.5,1219.0588771163536,-307.5,-428.05887711635364
84633,1665.0,2846.0,2138.8057391976963,-1181.0,-473.8057391976963
32057,1949.0,1523.25,972.4776678887298,425.75,976.5223321112702
30005,925.0,1008.3333333333334,1169.512501393589,-83.33333333333337,-244.512501393589
95326,1045.0,1045.0,800.810094009125,0.0,244.189905990875
55768,1170.0,2069.0,1561.8466076112015,-899.0,-391.84660761120153
46710,1665.0,1656.111111111111,1555.062550901921,8.888888888888914,109.93744909807901
59681,1347.0,1109.5,1122.8381162039361,237.5,224.16188379606388
19395,1585.0,1680.0,1504.5900490368504,-95.0,80.40995096314964
87481,2205.0,1551.0,1910.7179763396505,654.0,294.2820236603495
92997,1144.0,1139.0,983.6067633851173,5.0,160.39323661488265
51790,1995.0,1095.0204081632653,1153.8897090639248,899.9795918367347,841.1102909360752
85660,1195.0,1205.0,1624.1986044240684,-10.0,-429.19860442406844
82040,1755.0,1723.3333333333333,1629.9814069344707,31.666666666666742,125.01859306552933
61902,1282.0,1288.4285714285713,1493.5760827295712,-6.428571428571331,-211.57608272957123
76001,1460.0,1340.0,1620.1945048697855,120.0,-160.19450486978553
