,RUL,RUL_se,error_se,RUL_ae,error_ae,RUL_quad_quad_0.01,error_quad_quad_0.01
113,107.0,94.11821746826172,-12.881782531738281,100.72258758544922,-6.277412414550781,106.33285522460938,-0.667144775390625
114,106.0,89.20796966552734,-16.792030334472656,97.80184173583984,-8.198158264160156,104.72087097167969,-1.2791290283203125
115,105.0,84.54468536376953,-20.45531463623047,91.57868194580078,-13.421318054199219,103.29911804199219,-1.7008819580078125
116,104.0,86.49165344238281,-17.508346557617188,94.52574920654297,-9.474250793457031,105.93146514892578,1.9314651489257812
117,103.0,87.52067565917969,-15.479324340820312,98.00709533691406,-4.9929046630859375,107.72395324707031,4.7239532470703125
118,102.0,85.4349365234375,-16.5650634765625,95.06621551513672,-6.933784484863281,106.41190338134766,4.411903381347656
119,101.0,82.67779541015625,-18.32220458984375,92.65081787109375,-8.34918212890625,104.6807861328125,3.6807861328125
120,100.0,83.39200592041016,-16.607994079589844,89.8894271850586,-10.110572814941406,104.69102478027344,4.6910247802734375
121,99.0,82.1275405883789,-16.872459411621094,88.05982208251953,-10.940177917480469,105.35899353027344,6.3589935302734375
122,98.0,84.86955261230469,-13.130447387695312,88.96214294433594,-9.037857055664062,106.6349105834961,8.634910583496094
123,97.0,88.46287536621094,-8.537124633789062,95.1196517944336,-1.8803482055664062,108.37396240234375,11.37396240234375
124,96.0,87.56912994384766,-8.430870056152344,96.4203109741211,0.42031097412109375,106.95625305175781,10.956253051757812
125,95.0,86.86669158935547,-8.133308410644531,94.12713623046875,-0.87286376953125,104.86935424804688,9.869354248046875
126,94.0,84.18165588378906,-9.818344116210938,89.41461944580078,-4.585380554199219,103.65318298339844,9.653182983398438
127,93.0,78.1971435546875,-14.8028564453125,81.3486099243164,-11.651390075683594,100.93250274658203,7.932502746582031
128,92.0,80.00106811523438,-11.998931884765625,85.07319641113281,-6.9268035888671875,101.95577239990234,9.955772399902344
129,91.0,77.93832397460938,-13.061676025390625,87.99956512451172,-3.0004348754882812,104.35877990722656,13.358779907226562
130,90.0,69.31795501708984,-20.682044982910156,76.83027648925781,-13.169723510742188,103.18623352050781,13.186233520507812
131,89.0,73.61284637451172,-15.387153625488281,78.66792297363281,-10.332077026367188,103.74990844726562,14.749908447265625
132,88.0,78.7138900756836,-9.286109924316406,87.31623077392578,-0.6837692260742188,105.30070495605469,17.300704956054688
133,87.0,77.50772094726562,-9.492279052734375,83.0382080078125,-3.9617919921875,103.42570495605469,16.425704956054688
134,86.0,72.23493957519531,-13.765060424804688,70.7660140991211,-15.233985900878906,100.9648666381836,14.964866638183594
135,85.0,66.5816879272461,-18.418312072753906,57.3602180480957,-27.639781951904297,98.28099060058594,13.280990600585938
136,84.0,60.91802978515625,-23.08197021484375,50.86545944213867,-33.13454055786133,98.64912414550781,14.649124145507812
137,83.0,72.50157165527344,-10.498428344726562,67.53623962402344,-15.463760375976562,103.88021850585938,20.880218505859375
138,82.0,77.73484802246094,-4.2651519775390625,76.66509246826172,-5.334907531738281,102.6722183227539,20.672218322753906
139,81.0,85.51611328125,4.51611328125,83.42529296875,2.42529296875,101.64726257324219,20.647262573242188
140,80.0,90.00474548339844,10.004745483398438,88.98575592041016,8.985755920410156,103.74597930908203,23.74597930908203
141,79.0,85.71839141845703,6.718391418457031,83.17289733886719,4.1728973388671875,101.34236145019531,22.342361450195312
142,78.0,82.77751922607422,4.777519226074219,74.06786346435547,-3.9321365356445312,99.95075988769531,21.950759887695312
143,77.0,83.48541259765625,6.48541259765625,77.04689025878906,0.0468902587890625,100.47647094726562,23.476470947265625
144,76.0,82.41642761230469,6.4164276123046875,78.4769287109375,2.4769287109375,99.25263214111328,23.25263214111328
145,75.0,77.36143493652344,2.3614349365234375,67.29181671142578,-7.708183288574219,96.71128845214844,21.711288452148438
146,74.0,72.56222534179688,-1.437774658203125,60.839942932128906,-13.160057067871094,95.4209976196289,21.420997619628906
147,73.0,78.76803588867188,5.768035888671875,74.6591796875,1.6591796875,99.35951232910156,26.359512329101562
148,72.0,84.31558227539062,12.315582275390625,88.68387603759766,16.683876037597656,102.9226303100586,30.922630310058594
149,71.0,86.95893859863281,15.958938598632812,91.62007141113281,20.620071411132812,103.62367248535156,32.62367248535156
150,70.0,83.83735656738281,13.837356567382812,80.8164291381836,10.816429138183594,101.83705139160156,31.837051391601562
151,69.0,84.13218688964844,15.132186889648438,74.89530181884766,5.895301818847656,100.66371154785156,31.663711547851562
152,68.0,86.17232513427734,18.172325134277344,78.8455581665039,10.845558166503906,100.57827758789062,32.578277587890625
153,67.0,86.13478088378906,19.134780883789062,77.7461166381836,10.746116638183594,99.70184326171875,32.70184326171875
154,66.0,86.01734924316406,20.017349243164062,75.85782623291016,9.857826232910156,99.41941833496094,33.41941833496094
155,65.0,84.01206970214844,19.012069702148438,78.75698852539062,13.756988525390625,96.76604461669922,31.76604461669922
156,64.0,84.83326721191406,20.833267211914062,80.54183959960938,16.541839599609375,97.40830993652344,33.40830993652344
157,63.0,81.20529174804688,18.205291748046875,74.98727416992188,11.987274169921875,97.13648223876953,34.13648223876953
158,62.0,81.15682983398438,19.156829833984375,78.7059097290039,16.705909729003906,97.64286041259766,35.642860412597656
159,61.0,78.53096008300781,17.530960083007812,81.67833709716797,20.67833709716797,97.30046081542969,36.30046081542969
160,60.0,65.42866516113281,5.4286651611328125,68.59903717041016,8.599037170410156,90.28614807128906,30.286148071289062
161,59.0,48.773094177246094,-10.226905822753906,42.28972244262695,-16.710277557373047,81.90798950195312,22.907989501953125
162,58.0,47.65162658691406,-10.348373413085938,37.598453521728516,-20.401546478271484,79.82634735107422,21.82634735107422
163,57.0,53.718505859375,-3.281494140625,46.8784065246582,-10.121593475341797,85.538818359375,28.538818359375
164,56.0,51.020809173583984,-4.979190826416016,49.97213363647461,-6.027866363525391,86.74250030517578,30.74250030517578
165,55.0,47.74560546875,-7.25439453125,45.42507553100586,-9.57492446899414,84.21585083007812,29.215850830078125
166,54.0,50.618499755859375,-3.381500244140625,45.855709075927734,-8.144290924072266,83.85135650634766,29.851356506347656
167,53.0,51.39178466796875,-1.60821533203125,48.95851135253906,-4.0414886474609375,84.63755798339844,31.637557983398438
168,52.0,57.19752502441406,5.1975250244140625,57.61101150512695,5.611011505126953,88.1263656616211,36.126365661621094
169,51.0,60.3916015625,9.3916015625,67.82787322998047,16.82787322998047,91.76034545898438,40.760345458984375
170,50.0,62.219947814941406,12.219947814941406,69.4720230102539,19.472023010253906,93.63137817382812,43.631378173828125
171,49.0,52.63418197631836,3.6341819763183594,61.29208755493164,12.29208755493164,86.41275787353516,37.412757873535156
172,48.0,48.10417938232422,0.10417938232421875,53.49888229370117,5.498882293701172,78.66270446777344,30.662704467773438
173,47.0,51.26347732543945,4.263477325439453,54.43238067626953,7.432380676269531,79.22049713134766,32.220497131347656
174,46.0,58.36383056640625,12.36383056640625,65.0499038696289,19.049903869628906,84.9913330078125,38.9913330078125
175,45.0,52.560646057128906,7.560646057128906,59.903038024902344,14.903038024902344,85.846923828125,40.846923828125
176,44.0,49.700714111328125,5.700714111328125,54.495975494384766,10.495975494384766,81.48314666748047,37.48314666748047
177,43.0,47.93964385986328,4.939643859863281,49.56986999511719,6.5698699951171875,78.74961853027344,35.74961853027344
178,42.0,50.16149139404297,8.161491394042969,54.18632125854492,12.186321258544922,79.51844787597656,37.51844787597656
179,41.0,40.291099548339844,-0.7089004516601562,41.94689178466797,0.9468917846679688,73.18283081054688,32.182830810546875
180,40.0,41.1804084777832,1.1804084777832031,37.28936004638672,-2.7106399536132812,68.39278411865234,28.392784118652344
181,39.0,47.867897033691406,8.867897033691406,47.1760139465332,8.176013946533203,74.20188903808594,35.20188903808594
182,38.0,42.122982025146484,4.122982025146484,43.61985397338867,5.619853973388672,71.12184143066406,33.12184143066406
183,37.0,33.27085876464844,-3.7291412353515625,32.641483306884766,-4.358516693115234,62.140995025634766,25.140995025634766
184,36.0,29.800613403320312,-6.1993865966796875,27.694717407226562,-8.305282592773438,53.57999038696289,17.57999038696289
185,35.0,39.318885803222656,4.318885803222656,36.00703811645508,1.0070381164550781,56.25722122192383,21.257221221923828
186,34.0,41.91041564941406,7.9104156494140625,41.7599983215332,7.759998321533203,62.094886779785156,28.094886779785156
187,33.0,38.03718566894531,5.0371856689453125,39.24357986450195,6.243579864501953,62.18864822387695,29.188648223876953
188,32.0,33.096290588378906,1.0962905883789062,33.009822845458984,1.0098228454589844,58.52519989013672,26.52519989013672
189,31.0,36.24297332763672,5.242973327636719,35.7526741027832,4.752674102783203,58.01921081542969,27.019210815429688
190,30.0,35.86615753173828,5.866157531738281,35.89963912963867,5.899639129638672,58.260135650634766,28.260135650634766
191,29.0,25.576990127563477,-3.4230098724365234,25.27727508544922,-3.7227249145507812,48.17856216430664,19.17856216430664
192,28.0,25.9431209564209,-2.0568790435791016,24.76020050048828,-3.2397994995117188,43.74631881713867,15.746318817138672
193,27.0,29.521760940551758,2.521760940551758,26.921770095825195,-0.07822990417480469,44.66059494018555,17.660594940185547
194,26.0,22.51719093322754,-3.482809066772461,22.79636573791504,-3.203634262084961,39.35940933227539,13.35940933227539
195,25.0,19.074369430541992,-5.925630569458008,20.106765747070312,-4.8932342529296875,34.34226608276367,9.342266082763672
196,24.0,20.318601608276367,-3.681398391723633,22.664873123168945,-1.3351268768310547,34.38248825073242,10.382488250732422
197,23.0,28.1898250579834,5.189825057983398,28.78223991394043,5.78223991394043,39.720584869384766,16.720584869384766
198,22.0,18.803617477416992,-3.196382522583008,22.475717544555664,0.47571754455566406,35.11538314819336,13.11538314819336
199,21.0,13.553023338317871,-7.446976661682129,16.38909912109375,-4.61090087890625,28.325376510620117,7.325376510620117
200,20.0,19.931194305419922,-0.06880569458007812,21.620906829833984,1.6209068298339844,32.02499771118164,12.02499771118164
201,19.0,17.88361167907715,-1.1163883209228516,20.367530822753906,1.3675308227539062,32.24972915649414,13.24972915649414
202,18.0,11.720743179321289,-6.279256820678711,15.106441497802734,-2.8935585021972656,28.25776481628418,10.25776481628418
203,17.0,6.920986652374268,-10.07901382446289,11.090682983398438,-5.9093170166015625,25.172056198120117,8.172056198120117
204,16.0,6.132286548614502,-9.867713928222656,9.947674751281738,-6.052325248718262,24.761058807373047,8.761058807373047
205,15.0,6.630887508392334,-8.369112014770508,10.882390975952148,-4.117609024047852,28.390356063842773,13.390356063842773
206,14.0,4.084105491638184,-9.915894508361816,7.796008586883545,-6.203991413116455,31.73672103881836,17.73672103881836
207,13.0,3.7657594680786133,-9.234240531921387,7.41977596282959,-5.58022403717041,36.427364349365234,23.427364349365234
208,12.0,10.675713539123535,-1.3242864608764648,9.99703311920166,-2.00296688079834,44.970314025878906,32.970314025878906
209,11.0,13.529356956481934,2.5293569564819336,9.931821823120117,-1.0681781768798828,50.557701110839844,39.557701110839844
210,10.0,5.648730278015137,-4.351269721984863,5.204477310180664,-4.795522689819336,45.997867584228516,35.997867584228516
211,9.0,0.9516125917434692,-8.04838752746582,2.6323225498199463,-6.367677688598633,41.106319427490234,32.106319427490234
212,8.0,1.3213530778884888,-6.678647041320801,2.8113672733306885,-5.188632965087891,41.60732650756836,33.60732650756836
213,7.0,3.8452258110046387,-3.1547741889953613,4.066004276275635,-2.9339957237243652,45.108638763427734,38.108638763427734
214,6.0,4.031580448150635,-1.9684195518493652,3.843752861022949,-2.156247138977051,46.34511184692383,40.34511184692383
215,5.0,0.0,-5.0,0.0,-5.0,39.345516204833984,34.345516204833984
216,4.0,0.0,-4.0,0.0,-4.0,34.43846893310547,30.43846893310547
217,3.0,0.0,-3.0,0.0,-3.0,39.29085159301758,36.29085159301758
218,2.0,0.0,-2.0,0.727529764175415,-1.272470235824585,46.096282958984375,44.096282958984375
219,1.0,0.0,-1.0,0.0,-1.0,41.5229377746582,40.5229377746582
220,110.0,88.95285034179688,-21.047149658203125,88.38179779052734,-21.618202209472656,100.8010025024414,-9.198997497558594
221,109.0,85.5794906616211,-23.420509338378906,78.03897857666016,-30.961021423339844,100.23809051513672,-8.761909484863281
222,108.0,82.0519027709961,-25.948097229003906,72.463134765625,-35.536865234375,99.73214721679688,-8.267852783203125
223,107.0,82.80888366699219,-24.191116333007812,77.00399017333984,-29.996009826660156,101.47701263427734,-5.522987365722656
224,106.0,82.01990509033203,-23.98009490966797,74.17557525634766,-31.824424743652344,101.65830993652344,-4.3416900634765625
225,105.0,74.97810363769531,-30.021896362304688,66.67086791992188,-38.329132080078125,98.46160125732422,-6.538398742675781
226,104.0,71.12979888916016,-32.870201110839844,58.050357818603516,-45.949642181396484,95.34992980957031,-8.650070190429688
227,103.0,69.80006408691406,-33.19993591308594,56.14289474487305,-46.85710525512695,95.41634368896484,-7.583656311035156
228,102.0,74.44557189941406,-27.554428100585938,64.23477935791016,-37.765220642089844,98.86245727539062,-3.137542724609375
229,101.0,80.00497436523438,-20.995025634765625,77.30134582519531,-23.698654174804688,102.35494995117188,1.354949951171875
230,100.0,78.80988311767578,-21.19011688232422,73.61347198486328,-26.38652801513672,100.32137298583984,0.32137298583984375
231,99.0,78.38911437988281,-20.610885620117188,69.33440399169922,-29.66559600830078,97.15072631835938,-1.849273681640625
232,98.0,78.98196411132812,-19.018035888671875,72.41521453857422,-25.58478546142578,96.59825897216797,-1.4017410278320312
233,97.0,77.70082092285156,-19.299179077148438,71.81111907958984,-25.188880920410156,96.59896850585938,-0.401031494140625
234,96.0,77.58806610107422,-18.41193389892578,72.89564514160156,-23.104354858398438,97.53973388671875,1.53973388671875
235,95.0,76.0133285522461,-18.986671447753906,72.41861724853516,-22.581382751464844,97.01783752441406,2.0178375244140625
236,94.0,80.84683227539062,-13.153167724609375,78.07369232177734,-15.926307678222656,99.61494445800781,5.6149444580078125
237,93.0,84.1390609741211,-8.860939025878906,82.6491470336914,-10.350852966308594,102.17747497558594,9.177474975585938
238,92.0,87.18549346923828,-4.814506530761719,87.35535430908203,-4.644645690917969,101.86482238769531,9.864822387695312
239,91.0,85.12498474121094,-5.8750152587890625,84.9258041381836,-6.074195861816406,98.71660614013672,7.716606140136719
240,90.0,87.08847045898438,-2.911529541015625,85.6622085571289,-4.337791442871094,98.41854095458984,8.418540954589844
241,89.0,86.871826171875,-2.128173828125,85.74003601074219,-3.2599639892578125,99.53030395507812,10.530303955078125
242,88.0,88.4267578125,0.4267578125,85.7684555053711,-2.2315444946289062,100.92609405517578,12.926094055175781
243,87.0,86.27590942382812,-0.724090576171875,81.44013977050781,-5.5598602294921875,100.36491394042969,13.364913940429688
244,86.0,82.47015380859375,-3.52984619140625,81.20626068115234,-4.793739318847656,96.73239135742188,10.732391357421875
245,85.0,83.23800659179688,-1.761993408203125,79.47274017333984,-5.527259826660156,96.34371185302734,11.343711853027344
246,84.0,81.07684326171875,-2.92315673828125,79.72601318359375,-4.27398681640625,97.77607727050781,13.776077270507812
247,83.0,77.23268127441406,-5.7673187255859375,74.79492950439453,-8.205070495605469,95.9556655883789,12.955665588378906
248,82.0,70.4449234008789,-11.555076599121094,66.91976165771484,-15.080238342285156,94.73711395263672,12.737113952636719
249,81.0,64.86861419677734,-16.131385803222656,62.659088134765625,-18.340911865234375,94.30882263183594,13.308822631835938
250,80.0,66.34162902832031,-13.658370971679688,62.24320602416992,-17.756793975830078,94.92899322509766,14.928993225097656
