,engine,RUL,RUL_se,error_se,RUL_ae,error_ae,RUL_lin_se_3,error_lin_se_3,RUL_lin_se_4,error_lin_se_4,RUL_lin_se_5,error_lin_se_5,RUL_lin_se_6,error_lin_se_6,RUL_lin_lin_0.01_1.0,error_lin_lin_0.01_1.0,RUL_lin_lin_0.05_1.0,error_lin_lin_0.05_1.0,RUL_lin_lin_0.1_1.0,error_lin_lin_0.1_1.0,RUL_lin_lin_0.2_1.0,error_lin_lin_0.2_1.0,RUL_lin_lin_0.3_1.0,error_lin_lin_0.3_1.0,RUL_quad_quad_0.01,error_quad_quad_0.01,RUL_quad_quad_0.03,error_quad_quad_0.03,RUL_quad_quad_0.05,error_quad_quad_0.05,RUL_quad_quad_0.075,error_quad_quad_0.075,RUL_quad_quad_0.1,error_quad_quad_0.1
10,91.0,100.0,65.1408462524414,-34.859153747558594,59.96134948730469,-40.03865051269531,98.79936981201172,-1.2006301879882812,93.8286361694336,-6.171363830566406,101.05587005615234,1.0558700561523438,92.40562438964844,-7.5943756103515625,106.11314392089844,6.1131439208984375,92.45594787597656,-7.5440521240234375,94.84571838378906,-5.1542816162109375,82.22843170166016,-17.771568298339844,70.29977416992188,-29.700225830078125,92.19287109375,-7.80712890625,93.35370635986328,-6.646293640136719,82.6444091796875,-17.3555908203125,81.41677856445312,-18.583221435546875,79.81407165527344,-20.185928344726562
11,91.0,99.0,71.41442108154297,-27.58557891845703,62.679893493652344,-36.320106506347656,99.66239166259766,0.6623916625976562,95.35218811035156,-3.6478118896484375,102.06756591796875,3.06756591796875,94.5279541015625,-4.4720458984375,106.98802185058594,7.9880218505859375,93.58284759521484,-5.417152404785156,98.10189056396484,-0.8981094360351562,86.5246810913086,-12.475318908691406,77.03884887695312,-21.961151123046875,94.68262481689453,-4.317375183105469,96.8466567993164,-2.1533432006835938,85.70940399169922,-13.290596008300781,87.03224182128906,-11.967758178710938,84.64473724365234,-14.355262756347656
12,91.0,98.0,74.46967315673828,-23.53032684326172,60.35723876953125,-37.64276123046875,99.81291961669922,1.8129196166992188,95.93495178222656,-2.0650482177734375,102.47884368896484,4.478843688964844,95.77803039550781,-2.2219696044921875,107.60221099853516,9.602210998535156,94.1133804321289,-3.8866195678710938,100.166748046875,2.166748046875,88.97966003417969,-9.020339965820312,78.01486206054688,-19.985137939453125,95.52687072753906,-2.4731292724609375,97.90874481201172,-0.09125518798828125,86.83732604980469,-11.162673950195312,90.25497436523438,-7.745025634765625,86.99011993408203,-11.009880065917969
13,91.0,97.0,82.5253677368164,-14.474632263183594,66.75631713867188,-30.243682861328125,100.9649887084961,3.9649887084960938,97.6946792602539,0.6946792602539062,103.23457336425781,6.2345733642578125,97.0813217163086,0.08132171630859375,108.26242065429688,11.262420654296875,96.33557891845703,-0.6644210815429688,102.67451477050781,5.6745147705078125,94.01117706298828,-2.9888229370117188,86.39886474609375,-10.60113525390625,98.71409606933594,1.7140960693359375,100.59877014160156,3.5987701416015625,89.27545928955078,-7.724540710449219,94.94709777832031,-2.0529022216796875,91.86078643798828,-5.139213562011719
14,91.0,96.0,85.43434143066406,-10.565658569335938,73.33589935302734,-22.664100646972656,101.43920135498047,5.439201354980469,99.01221466064453,3.0122146606445312,103.48104858398438,7.481048583984375,98.35567474365234,2.3556747436523438,108.41927337646484,12.419273376464844,97.57579040527344,1.5757904052734375,104.70372009277344,8.703720092773438,95.95806121826172,-0.04193878173828125,89.24076843261719,-6.7592315673828125,99.93132781982422,3.9313278198242188,101.81624603271484,5.816246032714844,90.88063049316406,-5.1193695068359375,96.59625244140625,0.59625244140625,93.3226547241211,-2.6773452758789062
15,91.0,95.0,81.3753662109375,-13.6246337890625,73.88740539550781,-21.112594604492188,100.49337005615234,5.493370056152344,97.59379577636719,2.5937957763671875,102.86344146728516,7.863441467285156,96.89222717285156,1.8922271728515625,107.73323059082031,12.733230590820312,96.96432495117188,1.964324951171875,102.60198974609375,7.60198974609375,93.95922088623047,-1.0407791137695312,87.45399475097656,-7.5460052490234375,97.35629272460938,2.356292724609375,99.39012908935547,4.390129089355469,88.89793395996094,-6.1020660400390625,93.57371520996094,-1.4262847900390625,90.63861083984375,-4.36138916015625
16,91.0,94.0,83.72740173339844,-10.272598266601562,78.56953430175781,-15.430465698242188,101.39417266845703,7.394172668457031,99.21502685546875,5.21502685546875,103.43928527832031,9.439285278320312,98.27590942382812,4.275909423828125,107.84159851074219,13.841598510742188,98.82617950439453,4.826179504394531,104.42495727539062,10.424957275390625,95.98966217041016,1.9896621704101562,89.35030364990234,-4.649696350097656,99.72511291503906,5.7251129150390625,101.82913970947266,7.829139709472656,90.62470245361328,-3.3752975463867188,94.21966552734375,0.21966552734375,92.80701446533203,-1.1929855346679688
17,91.0,93.0,75.96639251708984,-17.033607482910156,77.76884460449219,-15.231155395507812,100.04817199707031,7.0481719970703125,97.45681762695312,4.456817626953125,102.06888580322266,9.068885803222656,95.19351196289062,2.193511962890625,106.44303131103516,13.443031311035156,96.4918441772461,3.4918441772460938,101.08384704589844,8.083847045898438,90.54817962646484,-2.4518203735351562,83.07479858398438,-9.925201416015625,95.39186096191406,2.3918609619140625,97.98419952392578,4.984199523925781,87.02639770507812,-5.973602294921875,88.67814636230469,-4.3218536376953125,86.41817474365234,-6.581825256347656
18,91.0,92.0,67.6742172241211,-24.325782775878906,72.60602569580078,-19.39397430419922,97.80628967285156,5.8062896728515625,94.18026733398438,2.180267333984375,99.88055419921875,7.88055419921875,91.75263977050781,-0.2473602294921875,105.60401916503906,13.604019165039062,92.2684555053711,0.26845550537109375,94.7579116821289,2.7579116821289062,83.44660949707031,-8.553390502929688,73.73833465576172,-18.26166534423828,89.47511291503906,-2.5248870849609375,90.66355895996094,-1.3364410400390625,82.0684814453125,-9.9315185546875,81.23090362548828,-10.769096374511719,77.90505981445312,-14.094940185546875
19,91.0,91.0,63.207740783691406,-27.792259216308594,65.78131866455078,-25.21868133544922,97.43778228759766,6.437782287597656,92.08619689941406,1.0861968994140625,99.91618347167969,8.916183471679688,90.7493896484375,-0.2506103515625,105.37430572509766,14.374305725097656,90.00716400146484,-0.9928359985351562,90.75060272216797,-0.24939727783203125,80.12871551513672,-10.871284484863281,67.40447998046875,-23.59552001953125,88.56039428710938,-2.439605712890625,88.00553131103516,-2.9944686889648438,79.07276916503906,-11.927230834960938,77.08883666992188,-13.911163330078125,74.05594635009766,-16.944053649902344
20,91.0,90.0,58.612144470214844,-31.387855529785156,54.09815979003906,-35.90184020996094,96.56420135498047,6.564201354980469,89.85813903808594,-0.1418609619140625,99.48167419433594,9.481674194335938,88.54884338378906,-1.4511566162109375,104.5458984375,14.5458984375,87.8493881225586,-2.1506118774414062,87.33619689941406,-2.6638031005859375,72.8212661743164,-17.178733825683594,63.84831237792969,-26.151687622070312,85.832763671875,-4.167236328125,86.03600311279297,-3.9639968872070312,76.41835021972656,-13.581649780273438,74.19145965576172,-15.808540344238281,72.12468719482422,-17.87531280517578
21,91.0,89.0,65.39322662353516,-23.606773376464844,58.07788848876953,-30.92211151123047,98.73639678955078,9.736396789550781,92.77830505371094,3.7783050537109375,101.18536376953125,12.18536376953125,91.91394805908203,2.9139480590820312,106.6509017944336,17.650901794433594,89.9959487915039,0.9959487915039062,92.48388671875,3.48388671875,82.09590911865234,-6.904090881347656,71.83478546142578,-17.16521453857422,92.0501480102539,3.0501480102539062,92.54397583007812,3.543975830078125,80.83809661865234,-8.161903381347656,82.56564331054688,-6.434356689453125,81.24359893798828,-7.756401062011719
22,91.0,88.0,69.44369506835938,-18.556304931640625,59.980133056640625,-28.019866943359375,100.17597198486328,12.175971984863281,95.13328552246094,7.1332855224609375,102.16876220703125,14.16876220703125,94.87174987792969,6.8717498779296875,107.66087341308594,19.660873413085938,92.98697662353516,4.986976623535156,96.73764038085938,8.737640380859375,87.45467376708984,-0.5453262329101562,74.00373840332031,-13.996261596679688,96.03837585449219,8.038375854492188,95.97882843017578,7.978828430175781,84.76078033447266,-3.2392196655273438,86.18856811523438,-1.811431884765625,85.8338851928711,-2.1661148071289062
23,91.0,87.0,69.76688385009766,-17.233116149902344,61.979366302490234,-25.020633697509766,99.74187469482422,12.741874694824219,94.92281341552734,7.922813415527344,102.14191436767578,15.141914367675781,94.3676528930664,7.367652893066406,107.4493408203125,20.4493408203125,93.53980255126953,6.539802551269531,97.52760314941406,10.527603149414062,87.23103332519531,0.2310333251953125,76.74226379394531,-10.257736206054688,95.218505859375,8.218505859375,96.02424621582031,9.024246215820312,85.01194763183594,-1.9880523681640625,86.04176330566406,-0.9582366943359375,85.96491241455078,-1.0350875854492188
24,91.0,86.0,73.54972076416016,-12.450279235839844,66.62921905517578,-19.37078094482422,99.7035140991211,13.703514099121094,94.98757934570312,8.987579345703125,102.27892303466797,16.27892303466797,94.5063705444336,8.506370544433594,107.38904571533203,21.38904571533203,93.7482681274414,7.748268127441406,98.62478637695312,12.624786376953125,88.09452056884766,2.0945205688476562,78.80076599121094,-7.1992340087890625,95.29261779785156,9.292617797851562,96.27430725097656,10.274307250976562,86.0192642211914,0.01926422119140625,86.57098388671875,0.57098388671875,87.03475952148438,1.034759521484375
25,91.0,85.0,73.32176971435547,-11.678230285644531,68.69276428222656,-16.307235717773438,99.3463134765625,14.3463134765625,95.46041870117188,10.460418701171875,101.75486755371094,16.754867553710938,93.54667663574219,8.546676635742188,106.83731079101562,21.837310791015625,93.37543487548828,8.375434875488281,97.58087158203125,12.58087158203125,86.8990478515625,1.8990478515625,78.86839294433594,-6.1316070556640625,94.41050720214844,9.410507202148438,94.82112884521484,9.821128845214844,84.51261901855469,-0.4873809814453125,85.3443603515625,0.3443603515625,84.45204162597656,-0.5479583740234375
26,91.0,84.0,73.5904769897461,-10.409523010253906,71.21463775634766,-12.785362243652344,99.88228607177734,15.882286071777344,96.07573699951172,12.075736999511719,102.0855712890625,18.0855712890625,94.29081726074219,10.290817260742188,106.91192626953125,22.91192626953125,94.6261215209961,10.626121520996094,98.08242797851562,14.082427978515625,87.47648620605469,3.4764862060546875,78.95868682861328,-5.041313171386719,94.9871826171875,10.9871826171875,95.45589447021484,11.455894470214844,85.41496276855469,1.4149627685546875,84.64242553710938,0.642425537109375,85.49007415771484,1.4900741577148438
27,91.0,83.0,63.69807815551758,-19.301921844482422,62.58523941040039,-20.41476058959961,97.62423706054688,14.624237060546875,92.22355651855469,9.223556518554688,100.16343688964844,17.163436889648438,90.858154296875,7.858154296875,105.18579864501953,22.18579864501953,90.72655487060547,7.726554870605469,92.35612487792969,9.356124877929688,79.43592071533203,-3.5640792846679688,67.62937927246094,-15.370620727539062,89.23727416992188,6.237274169921875,89.50442504882812,6.504425048828125,80.4830322265625,-2.5169677734375,76.26161193847656,-6.7383880615234375,76.59752655029297,-6.402473449707031
28,91.0,82.0,55.78955841064453,-26.21044158935547,52.919227600097656,-29.080772399902344,95.45574951171875,13.45574951171875,88.24467468261719,6.2446746826171875,98.57273864746094,16.572738647460938,86.8125,4.8125,104.2042007446289,22.204200744628906,85.85958862304688,3.859588623046875,85.22862243652344,3.2286224365234375,70.5772476196289,-11.422752380371094,61.710723876953125,-20.289276123046875,84.71467590332031,2.7146759033203125,83.67147064208984,1.6714706420898438,74.0693359375,-7.9306640625,69.34449005126953,-12.655509948730469,69.18133544921875,-12.81866455078125
29,91.0,81.0,52.856658935546875,-28.143341064453125,49.230491638183594,-31.769508361816406,95.88565826416016,14.885658264160156,87.06461334228516,6.064613342285156,99.14840698242188,18.148406982421875,87.15132141113281,6.1513214111328125,104.68026733398438,23.680267333984375,85.26806640625,4.26806640625,83.94364929199219,2.9436492919921875,70.20565032958984,-10.794349670410156,59.61219787597656,-21.387802124023438,85.9054183959961,4.905418395996094,84.45967864990234,3.4596786499023438,73.47698974609375,-7.52301025390625,70.090087890625,-10.909912109375,69.95726013183594,-11.042739868164062
30,91.0,80.0,52.809200286865234,-27.190799713134766,48.64996337890625,-31.35003662109375,95.92450714111328,15.924507141113281,86.36563110351562,6.365631103515625,99.33814239501953,19.33814239501953,87.18156433105469,7.1815643310546875,104.72428894042969,24.724288940429688,83.87886047363281,3.8788604736328125,84.99549865722656,4.9954986572265625,67.92522430419922,-12.074775695800781,61.36388397216797,-18.63611602783203,85.09748840332031,5.0974884033203125,86.07249450683594,6.0724945068359375,74.38859558105469,-5.6114044189453125,71.97093963623047,-8.029060363769531,70.65926361083984,-9.340736389160156
31,91.0,79.0,50.8651123046875,-28.1348876953125,44.528892517089844,-34.471107482910156,95.81305694580078,16.81305694580078,84.974853515625,5.974853515625,99.12054443359375,20.12054443359375,86.14907836914062,7.149078369140625,104.71825408935547,25.71825408935547,81.86640167236328,2.8664016723632812,83.47277069091797,4.472770690917969,66.967529296875,-12.032470703125,57.02513885498047,-21.97486114501953,84.46858215332031,5.4685821533203125,83.68058013916016,4.680580139160156,72.7513427734375,-6.2486572265625,70.85537719726562,-8.144622802734375,67.72242736816406,-11.277572631835938
32,91.0,78.0,52.28675842285156,-25.713241577148438,49.34410858154297,-28.65589141845703,96.91683197021484,18.916831970214844,86.73126220703125,8.73126220703125,100.18972778320312,22.189727783203125,87.4393081665039,9.439308166503906,106.16374206542969,28.163742065429688,83.72834777832031,5.7283477783203125,84.829833984375,6.829833984375,70.25267028808594,-7.7473297119140625,63.44175720214844,-14.558242797851562,86.98118591308594,8.981185913085938,85.32962036132812,7.329620361328125,74.25993347167969,-3.7400665283203125,72.59959411621094,-5.4004058837890625,73.85669708251953,-4.143302917480469
33,91.0,77.0,56.235198974609375,-20.764801025390625,54.37518310546875,-22.62481689453125,97.86676788330078,20.86676788330078,89.03463745117188,12.034637451171875,101.17347717285156,24.173477172851562,90.6145248413086,13.614524841308594,106.983642578125,29.983642578125,86.39861297607422,9.398612976074219,89.07352447509766,12.073524475097656,73.69184875488281,-3.3081512451171875,64.70370483398438,-12.296295166015625,90.37367248535156,13.373672485351562,89.29988861083984,12.299888610839844,77.99202728271484,0.9920272827148438,76.62123107910156,-0.3787689208984375,77.59959411621094,0.5995941162109375
34,91.0,76.0,47.78692626953125,-28.21307373046875,47.31169509887695,-28.688304901123047,96.26663970947266,20.266639709472656,85.57083892822266,9.570838928222656,99.52356719970703,23.52356719970703,86.73371887207031,10.733718872070312,105.51943969726562,29.519439697265625,83.15546417236328,7.155464172363281,83.55195617675781,7.5519561767578125,66.95011138916016,-9.049888610839844,57.25295639038086,-18.74704360961914,85.40290832519531,9.402908325195312,83.48505401611328,7.485054016113281,73.05587768554688,-2.944122314453125,68.47625732421875,-7.52374267578125,69.81322479248047,-6.186775207519531
35,91.0,75.0,44.288673400878906,-30.711326599121094,45.80211639404297,-29.19788360595703,95.49195098876953,20.49195098876953,83.77922821044922,8.779228210449219,98.80348205566406,23.803482055664062,85.30465698242188,10.304656982421875,104.52192687988281,29.521926879882812,81.33413696289062,6.334136962890625,81.65364837646484,6.653648376464844,61.22978210449219,-13.770217895507812,55.159305572509766,-19.840694427490234,82.70525360107422,7.705253601074219,81.34691619873047,6.346916198730469,70.06771087646484,-4.932289123535156,65.8166732788086,-9.183326721191406,66.21082305908203,-8.789176940917969
36,91.0,74.0,50.423728942871094,-23.576271057128906,49.413265228271484,-24.586734771728516,97.21200561523438,23.212005615234375,86.62796020507812,12.627960205078125,100.02748107910156,26.027481079101562,88.21125030517578,14.211250305175781,105.64358520507812,31.643585205078125,84.49860382080078,10.498603820800781,86.47821044921875,12.47821044921875,65.38029479980469,-8.619705200195312,60.81153106689453,-13.188468933105469,87.3328857421875,13.3328857421875,88.2746810913086,14.274681091308594,76.05011749267578,2.0501174926757812,71.37376403808594,-2.6262359619140625,73.222900390625,-0.777099609375
37,91.0,73.0,58.2132453918457,-14.786754608154297,57.98057556152344,-15.019424438476562,98.48189544677734,25.481895446777344,91.06470489501953,18.06470489501953,101.23716735839844,28.237167358398438,90.66339874267578,17.66339874267578,106.56672668457031,33.56672668457031,87.78984832763672,14.789848327636719,92.91683959960938,19.916839599609375,75.0893325805664,2.0893325805664062,69.24474334716797,-3.7552566528320312,90.95889282226562,17.958892822265625,93.6947021484375,20.6947021484375,81.08235931396484,8.082359313964844,78.64948272705078,5.649482727050781,80.59994506835938,7.599945068359375
38,91.0,72.0,64.46196746826172,-7.538032531738281,62.704498291015625,-9.295501708984375,99.12349700927734,27.123497009277344,93.36180877685547,21.36180877685547,101.67861938476562,29.678619384765625,92.9633560180664,20.963356018066406,106.9526596069336,34.952659606933594,90.24921417236328,18.24921417236328,96.76603698730469,24.766036987304688,81.20848846435547,9.208488464355469,71.24612426757812,-0.753875732421875,92.27195739746094,20.271957397460938,96.17536163330078,24.17536163330078,84.89935302734375,12.89935302734375,83.02764892578125,11.02764892578125,84.30088806152344,12.300888061523438
39,91.0,71.0,63.33110046386719,-7.6688995361328125,59.291015625,-11.708984375,97.77130889892578,26.77130889892578,91.59344482421875,20.59344482421875,100.57662963867188,29.576629638671875,90.85237121582031,19.852371215820312,106.01126861572266,35.011268615722656,88.28154754638672,17.28154754638672,93.45430755615234,22.454307556152344,80.46417236328125,9.46417236328125,68.97731018066406,-2.0226898193359375,88.430908203125,17.430908203125,91.85669708251953,20.85669708251953,81.26879119873047,10.268791198730469,80.34306335449219,9.343063354492188,80.47774505615234,9.477745056152344
40,91.0,70.0,60.25389862060547,-9.746101379394531,55.39888381958008,-14.601116180419922,96.45904541015625,26.45904541015625,89.45845031738281,19.458450317382812,100.08578491210938,30.085784912109375,88.89541625976562,18.895416259765625,105.63562774658203,35.63562774658203,85.31468963623047,15.314689636230469,88.55853271484375,18.55853271484375,77.2435073852539,7.243507385253906,64.82588195800781,-5.1741180419921875,85.2028579711914,15.202857971191406,86.27767181396484,16.277671813964844,76.39403533935547,6.394035339355469,76.50298309326172,6.502983093261719,75.41146087646484,5.411460876464844
41,91.0,69.0,60.48725509643555,-8.512744903564453,55.52167510986328,-13.478324890136719,97.89241027832031,28.892410278320312,89.66474914550781,20.664749145507812,101.11515808105469,32.11515808105469,90.71356201171875,21.71356201171875,107.00776672363281,38.00776672363281,85.6906967163086,16.690696716308594,87.90019226074219,18.900192260742188,77.67719268798828,8.677192687988281,65.27963256835938,-3.720367431640625,87.53060913085938,18.530609130859375,86.80216217041016,17.802162170410156,77.21887969970703,8.218879699707031,75.96621704101562,6.966217041015625,75.79523468017578,6.795234680175781
42,91.0,68.0,59.91102600097656,-8.088973999023438,53.88648986816406,-14.113510131835938,97.6539535522461,29.653953552246094,89.41424560546875,21.41424560546875,101.00847625732422,33.00847625732422,90.95633697509766,22.956336975097656,107.1903076171875,39.1903076171875,85.54889678955078,17.54889678955078,87.231689453125,19.231689453125,77.17471313476562,9.174713134765625,65.7619400024414,-2.2380599975585938,87.98695373535156,19.986953735351562,86.95720672607422,18.95720672607422,76.6937026977539,8.693702697753906,76.06986236572266,8.069862365722656,76.78328704833984,8.783287048339844
43,91.0,67.0,57.61705780029297,-9.382942199707031,51.38445281982422,-15.615547180175781,97.26543426513672,30.26543426513672,88.02095794677734,21.020957946777344,100.4722900390625,33.4722900390625,89.17092895507812,22.170928955078125,106.23028564453125,39.23028564453125,84.36824798583984,17.368247985839844,85.58872985839844,18.588729858398438,75.2470932006836,8.247093200683594,62.67497634887695,-4.325023651123047,86.70541381835938,19.705413818359375,85.66450500488281,18.664505004882812,74.99109649658203,7.991096496582031,74.66069030761719,7.6606903076171875,73.87926483154297,6.879264831542969
44,91.0,66.0,56.68882751464844,-9.311172485351562,50.80274200439453,-15.197257995605469,97.02021026611328,31.02021026611328,86.90196228027344,20.901962280273438,99.97021484375,33.97021484375,88.53121948242188,22.531219482421875,106.04100036621094,40.04100036621094,83.92369842529297,17.92369842529297,84.87133026123047,18.87133026123047,74.06614685058594,8.066146850585938,62.30821228027344,-3.6917877197265625,86.69314575195312,20.693145751953125,84.74640655517578,18.74640655517578,74.95681762695312,8.956817626953125,73.11530303955078,7.115303039550781,72.87947845458984,6.879478454589844
45,91.0,65.0,56.196380615234375,-8.803619384765625,49.79046630859375,-15.20953369140625,97.34901428222656,32.34901428222656,86.50303649902344,21.503036499023438,100.30072021484375,35.30072021484375,88.9749984741211,23.974998474121094,106.26415252685547,41.26415252685547,84.50579071044922,19.50579071044922,85.26240539550781,20.262405395507812,72.58831787109375,7.58831787109375,63.411033630371094,-1.5889663696289062,88.04528045654297,23.04528045654297,85.50370788574219,20.503707885742188,76.38616180419922,11.386161804199219,73.34184265136719,8.341842651367188,73.96783447265625,8.96783447265625
46,91.0,64.0,52.63622283935547,-11.363777160644531,46.89891815185547,-17.10108184814453,96.61119842529297,32.61119842529297,85.82650756835938,21.826507568359375,100.32482147216797,36.32482147216797,87.73561096191406,23.735610961914062,105.73626708984375,41.73626708984375,82.79727935791016,18.797279357910156,84.48548126220703,20.48548126220703,70.01151275634766,6.011512756347656,60.109283447265625,-3.890716552734375,86.29186248779297,22.29186248779297,84.89913940429688,20.899139404296875,74.2247314453125,10.2247314453125,72.71043395996094,8.710433959960938,71.69547271728516,7.695472717285156
